SurveyID,OrderLineID,SurveyDateKey,CustomerKey,StoreKey,SatisfactionScore,NPSGroup,CommentCategory
7453,60731,20220209,232,2,8,Passive,Support
7454,60810,20220116,866,2,9,Promoter,Product quality
7455,60801,20220214,1439,2,6,Detractor,Website
7456,60824,20220219,452,2,7,Passive,Delivery
7457,60726,20220118,365,2,9,Promoter,Website
7458,60636,20220117,738,2,8,Passive,Delivery
7459,60749,20220122,519,2,8,Passive,Price
7460,60713,20220124,232,2,8,Passive,Product quality
7461,60803,20220208,490,2,5,Detractor,Product quality
7462,60856,20220128,232,2,5,Detractor,Support
7463,60619,20220206,726,2,5,Detractor,Delivery
7464,60708,20220122,66,2,7,Passive,Delivery
7465,60720,20220117,925,2,9,Promoter,Store experience
7466,60688,20220116,536,2,7,Passive,Delivery
7467,60838,20220123,125,2,7,Passive,Delivery
7468,60757,20220206,679,2,7,Passive,Website
7469,60936,20220123,1315,2,9,Promoter,Support
7470,60945,20220121,20,2,5,Detractor,Support
7471,60902,20220206,1758,2,5,Detractor,Delivery
7472,60920,20220208,1927,2,7,Passive,Website
7473,60979,20220217,1711,2,8,Passive,Price
7474,60963,20220202,1591,2,6,Detractor,Delivery
7475,60995,20220216,1307,2,5,Detractor,Product quality
7476,61032,20220123,620,2,8,Passive,Store experience
7477,61008,20220125,1189,2,7,Passive,Price
7478,61101,20220118,195,2,7,Passive,Product quality
7479,61109,20220115,1356,3,7,Passive,Website
7480,61195,20220207,1096,3,8,Passive,Store experience
7481,61305,20220204,1815,3,8,Passive,Website
7482,61295,20220213,1598,3,7,Passive,Delivery
7483,61417,20220129,331,3,8,Passive,Store experience
7484,61233,20220216,393,3,7,Passive,Website
7485,61363,20220120,77,3,9,Promoter,Store experience
7486,61260,20220120,966,3,8,Passive,Website
7487,61299,20220127,322,3,9,Promoter,Store experience
7488,61222,20220128,381,3,8,Passive,Store experience
7489,61328,20220122,1536,3,7,Passive,Website
7490,61391,20220206,556,3,9,Promoter,Store experience
7491,61230,20220110,1856,3,7,Passive,Website
7492,61158,20220201,611,3,8,Passive,Delivery
7493,61210,20220215,83,3,7,Passive,Product quality
7494,61142,20220120,1781,3,6,Detractor,Support
7495,61138,20220201,112,3,6,Detractor,Product quality
7496,61349,20220128,352,3,8,Passive,Support
7497,61432,20220130,1260,3,8,Passive,Support
7498,61462,20220207,1435,3,8,Passive,Delivery
7499,61144,20220123,1323,3,7,Passive,Product quality
7500,61337,20220123,12,3,5,Detractor,Product quality
7501,61362,20220201,1491,3,7,Passive,Product quality
7502,61245,20220205,1163,3,6,Detractor,Product quality
7503,61455,20220126,1043,3,7,Passive,Support
7504,61688,20220205,1198,3,8,Passive,Delivery
7505,61518,20220210,905,3,7,Passive,Product quality
7506,61559,20220207,1414,3,8,Passive,Product quality
7507,61650,20220207,538,3,7,Passive,Support
7508,61610,20220130,137,3,6,Detractor,Website
7509,61579,20220123,189,3,8,Passive,Website
7510,61629,20220202,187,3,9,Promoter,Store experience
7511,61524,20220216,412,3,9,Promoter,Store experience
7512,61684,20220203,654,3,7,Passive,Product quality
7513,61670,20220122,1177,3,8,Passive,Store experience
7514,61577,20220129,403,3,4,Detractor,Website
7515,61666,20220209,1772,3,7,Passive,Website
7516,61685,20220119,532,3,7,Passive,Delivery
7517,61586,20220120,757,3,7,Passive,Product quality
7518,61714,20220119,1905,3,7,Passive,Website
7519,61690,20220204,1158,3,9,Promoter,Store experience
7520,61481,20220222,1869,3,4,Detractor,Website
7521,61800,20220210,1969,3,7,Passive,Website
7522,61754,20220127,609,3,6,Detractor,Website
7523,61736,20220129,1646,3,7,Passive,Support
7524,61792,20220201,1785,3,6,Detractor,Delivery
7525,61741,20220127,1763,3,7,Passive,Price
7526,61738,20220208,1391,3,9,Promoter,Product quality
7527,61773,20220217,716,3,10,Promoter,Store experience
7528,61813,20220123,407,3,7,Passive,Support
7529,61861,20220108,1517,3,8,Passive,Website
7530,61939,20220203,1759,3,9,Promoter,Product quality
7531,61909,20220131,679,3,5,Detractor,Support
7532,61940,20220124,1777,3,6,Detractor,Delivery
7533,61928,20220127,1556,3,6,Detractor,Product quality
7534,61903,20220131,815,3,9,Promoter,Store experience
7535,61965,20220207,994,4,7,Passive,Support
7536,61996,20220215,1773,4,6,Detractor,Store experience
7537,61980,20220125,1503,4,5,Detractor,Website
7538,62016,20220203,1053,4,5,Detractor,Delivery
7539,62023,20220209,1463,4,4,Detractor,Product quality
7540,62042,20220126,1555,4,8,Passive,Website
7541,61983,20220122,324,4,10,Promoter,Product quality
7542,61993,20220213,1546,4,9,Promoter,Product quality
7543,61975,20220130,171,4,5,Detractor,Product quality
7544,62025,20220211,210,4,6,Detractor,Store experience
7545,62047,20220109,1479,4,8,Passive,Support
7546,62099,20220125,1987,4,9,Promoter,Store experience
7547,62066,20220117,1498,4,8,Passive,Store experience
7548,62100,20220205,1755,4,8,Passive,Store experience
7549,62097,20220203,1382,4,9,Promoter,Store experience
7550,62050,20220126,1886,4,6,Detractor,Website
7551,62090,20220125,668,4,8,Passive,Store experience
7552,62049,20220203,32,4,5,Detractor,Delivery
7553,62083,20220217,1558,4,6,Detractor,Product quality
7554,62079,20220215,516,4,7,Passive,Price
7555,62188,20220130,1980,4,5,Detractor,Website
7556,62175,20220121,674,4,9,Promoter,Website
7557,62177,20220220,656,4,8,Passive,Product quality
7558,62186,20220130,1393,4,9,Promoter,Product quality
7559,62208,20220205,679,4,7,Passive,Delivery
7560,62183,20220215,909,4,8,Passive,Price
7561,62132,20220125,1406,4,8,Passive,Store experience
7562,62109,20220207,1393,4,8,Passive,Product quality
7563,62182,20220116,355,4,5,Detractor,Website
7564,62253,20220212,32,4,5,Detractor,Product quality
7565,62251,20220120,1608,4,7,Passive,Website
7566,62239,20220126,965,4,8,Passive,Store experience
7567,62259,20220124,1113,4,5,Detractor,Delivery
7568,62279,20220119,1367,4,9,Promoter,Store experience
7569,62265,20220218,832,4,7,Passive,Delivery
7570,62280,20220213,1794,4,7,Passive,Delivery
7571,62326,20220221,1852,5,4,Detractor,Product quality
7572,62349,20220111,1555,5,7,Passive,Price
7573,62558,20220206,1608,5,4,Detractor,Delivery
7574,62557,20220128,1605,5,7,Passive,Website
7575,62744,20220127,1690,5,5,Detractor,Support
7576,62746,20220124,320,5,8,Passive,Store experience
7577,62619,20220213,1094,5,5,Detractor,Product quality
7578,62573,20220220,1520,5,8,Passive,Delivery
7579,62708,20220120,1413,5,7,Passive,Support
7580,62621,20220121,400,5,7,Passive,Product quality
7581,62722,20220207,486,5,9,Promoter,Product quality
7582,62763,20220110,675,5,7,Passive,Website
7583,62676,20220121,1956,5,6,Detractor,Delivery
7584,62476,20220207,1849,5,4,Detractor,Support
7585,62725,20220210,1202,5,6,Detractor,Price
7586,62815,20220131,1195,5,8,Passive,Product quality
7587,62710,20220130,74,5,7,Passive,Website
7588,62617,20220212,1156,5,6,Detractor,Product quality
7589,62609,20220206,68,5,7,Passive,Support
7590,62731,20220122,517,5,7,Passive,Delivery
7591,62791,20220128,1922,5,8,Passive,Product quality
7592,62450,20220201,1142,5,6,Detractor,Price
7593,62576,20220114,1420,5,7,Passive,Support
7594,62440,20220122,1537,5,7,Passive,Delivery
7595,62456,20220124,175,5,8,Passive,Support
7596,62614,20220126,550,5,10,Promoter,Store experience
7597,62719,20220119,516,5,9,Promoter,Product quality
7598,62797,20220127,818,5,4,Detractor,Product quality
7599,62600,20220201,1447,5,7,Passive,Price
7600,62461,20220126,755,5,9,Promoter,Website
7601,62491,20220129,1356,5,7,Passive,Support
7602,62942,20220122,1520,5,8,Passive,Store experience
7603,62972,20220127,493,5,6,Detractor,Delivery
7604,63017,20220128,1718,5,7,Passive,Product quality
7605,63008,20220124,609,5,5,Detractor,Support
7606,62827,20220119,2,5,7,Passive,Price
7607,63000,20220213,1851,5,4,Detractor,Store experience
7608,62994,20220213,773,5,9,Promoter,Product quality
7609,62856,20220128,1306,5,6,Detractor,Product quality
7610,62835,20220128,1817,5,8,Passive,Delivery
7611,62985,20220118,390,5,8,Passive,Product quality
7612,62870,20220126,13,5,8,Passive,Website
7613,62887,20220204,657,5,8,Passive,Store experience
7614,63021,20220208,260,5,8,Passive,Store experience
7615,62981,20220206,609,5,5,Detractor,Delivery
7616,63048,20220122,1057,5,6,Detractor,Support
7617,63028,20220118,1190,5,6,Detractor,Website
7618,63044,20220212,1970,5,7,Passive,Website
7619,63036,20220120,805,5,7,Passive,Support
7620,63041,20220212,103,5,6,Detractor,Support
7621,63062,20220201,1764,5,7,Passive,Price
7622,63115,20220204,974,5,5,Detractor,Delivery
7623,63107,20220128,1591,5,7,Passive,Support
7624,63112,20220202,709,5,6,Detractor,Price
7625,63085,20220202,886,5,5,Detractor,Website
7626,63135,20220213,1142,6,10,Promoter,Store experience
7627,63170,20220202,287,6,8,Passive,Delivery
7628,63189,20220131,622,6,8,Passive,Product quality
7629,63264,20220201,801,6,5,Detractor,Support
7630,63157,20220118,1956,6,8,Passive,Product quality
7631,63278,20220130,465,6,7,Passive,Support
7632,63281,20220208,1401,6,5,Detractor,Delivery
7633,63304,20220129,1682,6,5,Detractor,Product quality
7634,63246,20220115,1394,6,7,Passive,Website
7635,63277,20220203,1985,6,8,Passive,Store experience
7636,63177,20220214,1346,6,8,Passive,Support
7637,63207,20220221,1563,6,7,Passive,Website
7638,63197,20220207,440,6,8,Passive,Store experience
7639,63302,20220111,325,6,6,Detractor,Support
7640,63223,20220115,644,6,8,Passive,Store experience
7641,63325,20220126,654,6,7,Passive,Price
7642,63316,20220203,584,6,6,Detractor,Delivery
7643,63381,20220115,19,6,8,Passive,Support
7644,63416,20220127,477,6,6,Detractor,Price
7645,63391,20220130,1738,6,6,Detractor,Delivery
7646,63419,20220116,397,6,8,Passive,Website
7647,63438,20220118,1946,6,6,Detractor,Product quality
7648,63442,20220114,740,6,8,Passive,Store experience
7649,63455,20220114,924,6,5,Detractor,Delivery
7650,63481,20220124,755,7,7,Passive,Support
7651,63487,20220209,326,7,8,Passive,Delivery
7652,63543,20220209,1587,7,8,Passive,Website
7653,63571,20220118,52,7,5,Detractor,Product quality
7654,63567,20220206,470,7,5,Detractor,Store experience
7655,63535,20220125,1957,7,7,Passive,Price
7656,63576,20220206,1947,7,9,Promoter,Product quality
7657,63653,20220123,511,7,7,Passive,Product quality
7658,63631,20220207,409,7,7,Passive,Support
7659,63658,20220214,1927,7,8,Passive,Price
7660,63528,20220115,688,7,8,Passive,Price
7661,63596,20220205,1109,7,6,Detractor,Support
7662,63589,20220201,84,7,8,Passive,Website
7663,63634,20220110,133,7,7,Passive,Delivery
7664,63702,20220131,1869,7,9,Promoter,Product quality
7665,63757,20220118,1430,7,7,Passive,Delivery
7666,63674,20220201,45,7,8,Passive,Store experience
7667,63677,20220228,34,7,8,Passive,Product quality
7668,63684,20220207,985,7,8,Passive,Store experience
7669,63695,20220118,1334,7,8,Passive,Support
7670,63809,20220208,916,7,7,Passive,Product quality
7671,63900,20220129,596,7,6,Detractor,Support
7672,63886,20220217,951,7,8,Passive,Product quality
7673,63819,20220201,929,7,7,Passive,Support
7674,63852,20220130,155,7,7,Passive,Price
7675,63859,20220209,1954,7,6,Detractor,Support
7676,63959,20220124,865,7,7,Passive,Delivery
7677,63974,20220129,1359,7,8,Passive,Support
7678,63917,20220115,1795,7,8,Passive,Support
7679,63913,20220209,1346,7,7,Passive,Delivery
7680,63966,20220206,15,7,7,Passive,Support
7681,64148,20220118,553,8,8,Passive,Product quality
7682,64042,20220131,566,8,9,Promoter,Product quality
7683,64022,20220126,1402,8,7,Passive,Delivery
7684,64215,20220116,1255,8,8,Passive,Delivery
7685,64099,20220123,1100,8,6,Detractor,Delivery
7686,64180,20220117,1882,8,6,Detractor,Website
7687,64095,20220123,1513,8,5,Detractor,Store experience
7688,64103,20220206,671,8,9,Promoter,Support
7689,64082,20220109,592,8,6,Detractor,Support
7690,64061,20220206,1551,8,7,Passive,Website
7691,64134,20220202,47,8,8,Passive,Product quality
7692,64136,20220130,566,8,6,Detractor,Website
7693,64029,20220122,1896,8,6,Detractor,Product quality
7694,64007,20220121,1506,8,7,Passive,Price
7695,64133,20220111,312,8,8,Passive,Product quality
7696,64200,20220129,1704,8,8,Passive,Price
7697,64266,20220118,592,8,7,Passive,Support
7698,64224,20220127,1142,8,6,Detractor,Delivery
7699,64238,20220210,680,8,9,Promoter,Store experience
7700,64240,20220128,504,8,7,Passive,Delivery
7701,64236,20220131,1077,8,5,Detractor,Support
7702,64378,20220120,1497,8,8,Passive,Product quality
7703,64318,20220118,282,8,6,Detractor,Store experience
7704,64340,20220128,136,8,7,Passive,Website
7705,64339,20220108,9,8,7,Passive,Website
7706,64312,20220117,489,8,5,Detractor,Support
7707,64291,20220215,284,8,7,Passive,Website
7708,64449,20220205,1450,8,9,Promoter,Store experience
7709,64437,20220128,1902,8,8,Passive,Price
7710,64472,20220119,1596,8,9,Promoter,Store experience
7711,64482,20220210,848,9,7,Passive,Delivery
7712,64610,20220208,646,9,9,Promoter,Website
7713,64763,20220121,1650,9,6,Detractor,Support
7714,64552,20220219,781,9,8,Passive,Store experience
7715,64664,20220109,866,9,9,Promoter,Product quality
7716,64813,20220206,270,9,4,Detractor,Product quality
7717,64703,20220127,1500,9,9,Promoter,Store experience
7718,64632,20220119,385,9,7,Passive,Website
7719,64529,20220126,1254,9,8,Passive,Delivery
7720,64652,20220205,949,9,7,Passive,Website
7721,64662,20220109,955,9,7,Passive,Website
7722,64570,20220116,1434,9,7,Passive,Price
7723,64748,20220207,1007,9,7,Passive,Store experience
7724,64643,20220120,1212,9,7,Passive,Product quality
7725,64724,20220217,377,9,7,Passive,Website
7726,64658,20220123,870,9,8,Passive,Product quality
7727,64630,20220122,983,9,5,Detractor,Store experience
7728,64602,20220202,899,9,8,Passive,Store experience
7729,64831,20220122,385,9,9,Promoter,Store experience
7730,64616,20220207,825,9,5,Detractor,Delivery
7731,64690,20220122,877,9,10,Promoter,Website
7732,64900,20220201,517,9,5,Detractor,Website
7733,64869,20220122,1004,9,3,Detractor,Support
7734,64893,20220204,1891,9,9,Promoter,Store experience
7735,64951,20220218,342,9,8,Passive,Store experience
7736,64929,20220121,1603,9,7,Passive,Product quality
7737,64867,20220209,1920,9,9,Promoter,Product quality
7738,64927,20220127,1356,9,4,Detractor,Delivery
7739,64870,20220123,10,9,8,Passive,Website
7740,64963,20220130,1122,9,9,Promoter,Store experience
7741,65004,20220122,66,9,9,Promoter,Store experience
7742,64972,20220202,1644,9,7,Passive,Delivery
7743,65023,20220123,1138,10,9,Promoter,Store experience
7744,65054,20220121,921,10,8,Passive,Product quality
7745,65081,20220203,1997,10,7,Passive,Website
7746,65101,20220128,781,10,8,Passive,Product quality
7747,65230,20220213,51,10,4,Detractor,Product quality
7748,65089,20220214,1412,10,5,Detractor,Product quality
7749,65110,20220214,288,10,8,Passive,Store experience
7750,65107,20220129,1602,10,8,Passive,Store experience
7751,65092,20220127,385,10,8,Passive,Support
7752,65076,20220127,1701,10,9,Promoter,Website
7753,65163,20220218,1442,10,6,Detractor,Product quality
7754,65159,20220203,1158,10,5,Detractor,Support
7755,65212,20220205,1362,10,7,Passive,Support
7756,65097,20220113,1102,10,9,Promoter,Support
7757,65155,20220208,537,10,7,Passive,Product quality
7758,65150,20220207,950,10,8,Passive,Support
7759,65175,20220208,104,10,8,Passive,Store experience
7760,65096,20220213,1397,10,9,Promoter,Product quality
7761,65268,20220214,1861,10,6,Detractor,Delivery
7762,65246,20220119,1344,10,7,Passive,Delivery
7763,65291,20220125,171,10,7,Passive,Website
7764,65325,20220207,739,10,9,Promoter,Store experience
7765,65422,20220207,1420,10,6,Detractor,Price
7766,65438,20220127,100,10,9,Promoter,Product quality
7767,65390,20220115,34,10,8,Passive,Website
7768,65337,20220127,1531,10,7,Passive,Website
7769,65404,20220114,1174,10,6,Detractor,Product quality
7770,65412,20220112,955,10,8,Passive,Store experience
7771,65335,20220209,648,10,8,Passive,Support
7772,65343,20220206,288,10,8,Passive,Price
7773,65342,20220221,1805,10,7,Passive,Delivery
7774,65356,20220202,460,10,8,Passive,Support
7775,65447,20220130,1946,10,6,Detractor,Support
7776,65606,20220125,1339,11,8,Passive,Product quality
7777,65747,20220202,1728,11,8,Passive,Support
7778,65548,20220204,616,11,4,Detractor,Store experience
7779,65748,20220115,1897,11,7,Passive,Support
7780,65531,20220206,780,11,9,Promoter,Product quality
7781,65707,20220214,913,11,6,Detractor,Website
7782,65689,20220116,122,11,6,Detractor,Delivery
7783,65538,20220125,1812,11,8,Passive,Store experience
7784,65683,20220201,1249,11,8,Passive,Support
7785,65744,20220226,843,11,4,Detractor,Delivery
7786,65558,20220203,1762,11,8,Passive,Store experience
7787,65755,20220209,1163,11,7,Passive,Support
7788,65557,20220121,601,11,7,Passive,Website
7789,65521,20220114,334,11,6,Detractor,Support
7790,65664,20220126,1534,11,8,Passive,Store experience
7791,65708,20220115,1237,11,9,Promoter,Product quality
7792,65712,20220203,724,11,9,Promoter,Support
7793,65691,20220121,484,11,5,Detractor,Product quality
7794,65738,20220219,470,11,7,Passive,Support
7795,65836,20220208,1874,11,6,Detractor,Price
7796,65830,20220120,1383,11,7,Passive,Support
7797,65854,20220131,555,11,7,Passive,Product quality
7798,65811,20220124,531,11,9,Promoter,Store experience
7799,65857,20220123,1061,11,7,Passive,Website
7800,65921,20220202,872,11,5,Detractor,Delivery
7801,65931,20220123,1535,11,7,Passive,Store experience
7802,65882,20220204,358,11,9,Promoter,Website
7803,65924,20220208,316,11,8,Passive,Store experience
7804,65906,20220120,812,11,9,Promoter,Website
7805,65948,20220109,813,11,8,Passive,Store experience
7806,65916,20220202,1362,11,8,Passive,Store experience
7807,65897,20220118,1022,11,9,Promoter,Website
7808,66001,20220207,1442,11,7,Passive,Website
7809,66051,20220126,1399,12,6,Detractor,Store experience
7810,66055,20220123,9,12,7,Passive,Website
7811,66020,20220121,1595,12,7,Passive,Delivery
7812,66033,20220129,518,12,7,Passive,Delivery
7813,66046,20220125,877,12,7,Passive,Delivery
7814,66631,20220215,194,12,5,Detractor,Product quality
7815,66285,20220201,962,12,8,Passive,Product quality
7816,66684,20220124,1885,12,5,Detractor,Website
7817,66112,20220129,865,12,8,Passive,Store experience
7818,66180,20220121,1960,12,9,Promoter,Support
7819,66589,20220214,958,12,9,Promoter,Product quality
7820,66654,20220207,1561,12,8,Passive,Store experience
7821,66380,20220211,587,12,7,Passive,Delivery
7822,66283,20220206,1072,12,8,Passive,Price
7823,66502,20220130,276,12,8,Passive,Store experience
7824,66263,20220128,1797,12,7,Passive,Delivery
7825,66288,20220114,671,12,9,Promoter,Website
7826,66555,20220120,102,12,9,Promoter,Website
7827,66508,20220213,1225,12,7,Passive,Support
7828,66547,20220211,80,12,9,Promoter,Support
7829,66253,20220213,1544,12,5,Detractor,Delivery
7830,66298,20220122,403,12,8,Passive,Support
7831,66398,20220202,1222,12,8,Passive,Store experience
7832,66203,20220209,1746,12,7,Passive,Delivery
7833,66173,20220226,1576,12,4,Detractor,Store experience
7834,66186,20220116,1345,12,7,Passive,Website
7835,66266,20220110,472,12,8,Passive,Website
7836,66539,20220123,1833,12,10,Promoter,Website
7837,66142,20220131,1623,12,7,Passive,Price
7838,66080,20220121,1083,12,8,Passive,Store experience
7839,66615,20220128,958,12,6,Detractor,Price
7840,66289,20220211,1179,12,8,Passive,Support
7841,66651,20220129,673,12,7,Passive,Delivery
7842,66445,20220114,1261,12,7,Passive,Website
7843,66115,20220210,1638,12,8,Passive,Price
7844,66664,20220204,1838,12,7,Passive,Website
7845,66566,20220123,1474,12,10,Promoter,Support
7846,66598,20220206,270,12,6,Detractor,Website
7847,66517,20220125,88,12,6,Detractor,Website
7848,66153,20220214,1532,12,7,Passive,Website
7849,66257,20220218,559,12,7,Passive,Delivery
7850,66201,20220211,1711,12,7,Passive,Website
7851,66215,20220116,1600,12,8,Passive,Store experience
7852,66368,20220201,313,12,7,Passive,Delivery
7853,66204,20220124,1679,12,8,Passive,Support
7854,66464,20220206,893,12,6,Detractor,Product quality
7855,66571,20220125,594,12,6,Detractor,Support
7856,66739,20220111,1924,12,7,Passive,Website
7857,66860,20220204,34,12,6,Detractor,Store experience
7858,66819,20220127,1888,12,4,Detractor,Product quality
7859,66793,20220203,1595,12,5,Detractor,Product quality
7860,66731,20220127,270,12,7,Passive,Delivery
7861,66842,20220126,1464,12,8,Passive,Delivery
7862,66856,20220215,874,12,7,Passive,Price
7863,66809,20220203,1785,12,7,Passive,Support
7864,66958,20220211,1262,12,7,Passive,Support
7865,66963,20220130,1605,12,6,Detractor,Support
7866,66877,20220122,1062,12,8,Passive,Store experience
7867,66997,20220202,849,12,7,Passive,Price
7868,66976,20220210,290,12,6,Detractor,Support
7869,66975,20220122,2000,12,7,Passive,Website
7870,66971,20220118,1802,12,7,Passive,Price
7871,66908,20220222,833,12,7,Passive,Price
7872,67004,20220204,513,12,10,Promoter,Store experience
7873,67019,20220211,299,12,7,Passive,Website
7874,67014,20220108,16,12,6,Detractor,Delivery
7875,67013,20220121,1407,12,5,Detractor,Support
7876,67054,20220128,1906,12,8,Passive,Website
7877,67079,20220214,1613,12,8,Passive,Support
7878,67082,20220207,1183,12,8,Passive,Support
7879,67043,20220216,86,12,6,Detractor,Product quality
7880,67049,20220218,1066,12,8,Passive,Website
7881,67167,20220302,1285,1,6,Detractor,Delivery
7882,67106,20220303,1649,1,5,Detractor,Product quality
7883,67133,20220219,577,1,7,Passive,Store experience
7884,67279,20220212,1752,1,10,Promoter,Store experience
7885,67268,20220309,557,1,7,Passive,Delivery
7886,67140,20220316,1626,1,9,Promoter,Support
7887,67263,20220227,1844,1,6,Detractor,Delivery
7888,67260,20220309,1325,1,9,Promoter,Store experience
7889,67212,20220210,1764,1,8,Passive,Delivery
7890,67244,20220316,743,1,5,Detractor,Support
7891,67242,20220322,1925,1,9,Promoter,Product quality
7892,67393,20220310,750,1,4,Detractor,Product quality
7893,67312,20220310,1767,1,7,Passive,Delivery
7894,67380,20220305,1786,1,7,Passive,Price
7895,67341,20220223,987,1,6,Detractor,Price
7896,67403,20220301,230,1,7,Passive,Delivery
7897,67352,20220314,162,1,5,Detractor,Delivery
7898,67329,20220320,1017,1,7,Passive,Website
7899,67342,20220222,365,1,8,Passive,Product quality
7900,67395,20220213,74,1,5,Detractor,Product quality
7901,67447,20220301,1024,1,6,Detractor,Delivery
7902,67464,20220305,133,1,10,Promoter,Product quality
7903,67454,20220228,1495,1,4,Detractor,Product quality
7904,67501,20220316,1316,1,8,Passive,Support
7905,67504,20220311,1920,1,6,Detractor,Delivery
7906,67523,20220219,263,1,8,Passive,Store experience
7907,67543,20220225,1255,2,5,Detractor,Delivery
7908,67551,20220220,2,2,7,Passive,Store experience
7909,67616,20220305,69,2,7,Passive,Website
7910,67608,20220311,280,2,9,Promoter,Product quality
7911,67781,20220221,1393,2,7,Passive,Store experience
7912,67894,20220218,1772,2,6,Detractor,Website
7913,67661,20220307,1568,2,9,Promoter,Product quality
7914,67905,20220303,1731,2,8,Passive,Price
7915,67915,20220314,1988,2,9,Promoter,Store experience
7916,67912,20220222,1198,2,4,Detractor,Website
7917,67678,20220223,1540,2,8,Passive,Product quality
7918,67580,20220317,1289,2,7,Passive,Delivery
7919,67733,20220303,1218,2,9,Promoter,Support
7920,67706,20220302,266,2,6,Detractor,Delivery
7921,67933,20220315,1962,2,7,Passive,Website
7922,67803,20220220,980,2,9,Promoter,Product quality
7923,67669,20220213,231,2,8,Passive,Product quality
7924,67602,20220303,309,2,8,Passive,Store experience
7925,67731,20220301,1808,2,8,Passive,Product quality
7926,67609,20220314,1710,2,6,Detractor,Support
7927,67870,20220304,843,2,8,Passive,Support
7928,67884,20220224,951,2,5,Detractor,Support
7929,67770,20220217,117,2,8,Passive,Store experience
7930,67618,20220306,144,2,7,Passive,Website
7931,67680,20220226,1808,2,7,Passive,Support
7932,67994,20220227,375,2,8,Passive,Store experience
7933,68098,20220223,1645,2,7,Passive,Website
7934,68134,20220212,889,2,8,Passive,Store experience
7935,68068,20220316,1093,2,6,Detractor,Website
7936,68046,20220308,331,2,8,Passive,Price
7937,68184,20220310,536,2,9,Promoter,Product quality
7938,68005,20220305,1316,2,5,Detractor,Website
7939,68114,20220221,960,2,6,Detractor,Product quality
7940,68008,20220224,326,2,6,Detractor,Delivery
7941,68130,20220303,235,2,5,Detractor,Product quality
7942,68034,20220315,966,2,7,Passive,Store experience
7943,68180,20220214,843,2,8,Passive,Support
7944,68106,20220308,57,2,5,Detractor,Store experience
7945,68058,20220309,1367,2,8,Passive,Store experience
7946,68171,20220228,1784,2,7,Passive,Support
7947,68086,20220308,814,2,8,Passive,Delivery
7948,68003,20220227,144,2,5,Detractor,Product quality
7949,68069,20220227,1955,2,7,Passive,Website
7950,68200,20220219,1735,2,8,Passive,Store experience
7951,68202,20220312,1923,2,6,Detractor,Store experience
7952,68248,20220320,1497,2,9,Promoter,Support
7953,68241,20220307,1576,2,7,Passive,Website
7954,68271,20220313,1854,2,6,Detractor,Website
7955,68260,20220226,749,2,6,Detractor,Product quality
7956,68292,20220210,1332,3,9,Promoter,Store experience
7957,68307,20220319,1068,3,8,Passive,Delivery
7958,68332,20220225,736,3,7,Passive,Price
7959,68324,20220223,1616,3,6,Detractor,Website
7960,68350,20220307,235,3,8,Passive,Support
7961,68351,20220214,501,3,10,Promoter,Support
7962,68338,20220310,1534,3,8,Passive,Store experience
7963,68336,20220215,757,3,8,Passive,Product quality
7964,68490,20220307,1420,3,9,Promoter,Product quality
7965,68497,20220308,757,3,8,Passive,Support
7966,68421,20220316,770,3,9,Promoter,Product quality
7967,68522,20220323,366,3,7,Passive,Store experience
7968,68552,20220310,1388,3,7,Passive,Website
7969,68567,20220219,508,3,9,Promoter,Store experience
7970,68576,20220310,488,3,5,Detractor,Store experience
7971,68561,20220311,885,3,4,Detractor,Product quality
7972,68514,20220220,736,3,8,Passive,Store experience
7973,68489,20220227,469,3,9,Promoter,Support
7974,68525,20220216,1100,3,5,Detractor,Product quality
7975,68542,20220304,1862,3,7,Passive,Support
7976,68513,20220311,1958,3,8,Passive,Store experience
7977,68517,20220215,1784,3,6,Detractor,Website
7978,68566,20220319,977,3,7,Passive,Support
7979,68629,20220303,959,3,7,Passive,Website
7980,68650,20220304,1671,3,6,Detractor,Website
7981,68661,20220312,854,3,9,Promoter,Store experience
7982,68627,20220224,1000,3,8,Passive,Store experience
7983,68686,20220308,1892,3,9,Promoter,Website
7984,68685,20220304,1416,3,6,Detractor,Website
7985,68675,20220217,726,3,9,Promoter,Product quality
7986,68671,20220313,188,3,6,Detractor,Website
7987,68735,20220306,816,3,7,Passive,Price
7988,68734,20220311,1597,3,8,Passive,Website
7989,68724,20220215,285,3,7,Passive,Website
7990,68721,20220308,1730,3,7,Passive,Website
7991,68749,20220304,1646,4,5,Detractor,Store experience
7992,68801,20220223,556,4,6,Detractor,Delivery
7993,68784,20220302,1847,4,7,Passive,Product quality
7994,68802,20220311,1356,4,8,Passive,Price
7995,68834,20220218,1818,4,8,Passive,Store experience
7996,68840,20220212,969,4,8,Passive,Product quality
7997,68838,20220228,1052,4,7,Passive,Delivery
7998,68847,20220312,1616,4,5,Detractor,Delivery
7999,68868,20220309,1424,4,7,Passive,Support
8000,69014,20220315,1537,4,7,Passive,Delivery
8001,69032,20220219,1392,4,5,Detractor,Store experience
8002,68988,20220220,209,4,6,Detractor,Support
8003,69030,20220214,712,4,9,Promoter,Store experience
8004,68981,20220225,694,4,6,Detractor,Website
8005,69049,20220306,1796,4,6,Detractor,Product quality
8006,69077,20220315,393,5,8,Passive,Delivery
8007,69152,20220222,1154,5,6,Detractor,Product quality
8008,69099,20220304,297,5,6,Detractor,Product quality
