ReturnID,OrderLineID,ReturnDateKey,CustomerKey,ProductKey,StoreKey,ReturnedQuantity,ReturnAmount,ReturnReason,IsResellable
985,58163,20240316,599,99,1,3,1833.75,Warranty,True
986,21202,20240219,1600,7,5,1,2308.38,Warranty,True
987,12479,20250930,1324,53,2,1,191.36,Changed mind,False
988,17551,20240216,654,43,6,1,147.54,Other,True
989,33033,20250113,1440,56,4,1,173.8,Wrong size,False
990,15973,20241105,800,64,1,1,169.19,Changed mind,True
991,33592,20230612,947,104,5,1,564.23,Damaged,False
992,12904,20230408,1731,40,2,3,942.57,Damaged,True
993,24710,20250111,1686,29,2,2,233.28,Other,True
994,8826,20231110,489,98,10,8,1563.76,Late delivery,True
995,40489,20240423,1704,86,12,1,220.24,Wrong size,False
996,37561,20230417,914,52,10,1,60.92,Wrong size,True
997,24059,20250220,1519,72,12,1,311.64,Other,True
998,30353,20241111,198,25,6,1,113.02,Wrong size,True
999,58826,20250417,81,59,10,1,52.18,Damaged,True
1000,51726,20230703,446,77,6,1,91.74,Warranty,True
1001,43227,20231109,945,82,5,1,654.07,Late delivery,True
1002,46877,20220519,446,28,1,1,39.86,Warranty,True
1003,37303,20231113,1221,50,8,1,189.41,Changed mind,False
1004,56106,20230821,1385,11,10,1,4609.94,Late delivery,True
1005,41992,20250418,1114,93,1,1,188.63,Damaged,True
1006,10933,20240912,1966,71,6,1,364.99,Late delivery,True
1007,58721,20250925,129,96,11,2,1388.48,Other,False
1008,31167,20230712,650,76,9,1,186.81,Warranty,False
1009,21460,20240507,1336,35,9,1,86.13,Wrong size,True
1010,31384,20230419,852,46,3,1,240.56,Wrong size,True
1011,31573,20230414,1540,65,8,2,91.22,Wrong size,True
1012,48571,20241213,100,44,6,5,1379.63,Late delivery,False
1013,14734,20231008,1131,18,7,2,179.38,Other,True
1014,55348,20241024,782,42,6,1,128.45,Wrong size,True
1015,22884,20250219,574,1,11,1,1125.64,Late delivery,True
1016,40108,20250210,857,101,8,1,592.2,Wrong size,True
1017,51931,20230603,411,100,6,2,1618.04,Warranty,False
1018,23646,20220814,256,85,7,1,453.24,Damaged,False
1019,20307,20240523,993,17,8,3,229.6,Other,True
1020,23458,20251231,1731,62,2,2,296.39,Wrong size,True
1021,33915,20240823,658,86,8,1,234.34,Other,True
1022,2297,20231227,425,43,7,1,126.34,Warranty,True
1023,13626,20250726,1815,80,3,5,946.45,Changed mind,True
1024,52241,20240224,230,43,1,1,146.39,Damaged,True
1025,55897,20240715,1650,41,5,1,305.78,Damaged,True
1026,1285,20230205,456,98,11,1,214.6,Damaged,True
1027,1483,20230425,1932,71,9,3,1059.73,Wrong size,False
1028,37098,20250615,1684,90,8,1,622.33,Damaged,True
1029,28274,20240307,675,65,4,1,48.97,Damaged,True
1030,44385,20230807,595,21,8,2,186.78,Wrong size,True
1031,48386,20241214,1417,51,7,1,223.19,Other,True
1032,53196,20230822,910,11,2,1,4334.05,Other,True
1033,29930,20251231,1586,66,2,1,100.94,Damaged,True
1034,47005,20251231,599,50,8,1,211.3,Damaged,True
1035,4127,20230611,708,92,4,2,844.58,Warranty,False
1036,36200,20241027,1156,34,9,1,66.35,Changed mind,True
1037,48518,20250824,263,8,1,1,2073.01,Wrong size,False
1038,48721,20230831,169,48,9,1,189.19,Late delivery,True
1039,8899,20250911,1060,3,11,2,5634.58,Changed mind,False
1040,51173,20230730,500,10,4,1,1861.29,Other,False
1041,55094,20231218,214,16,7,3,338.7,Damaged,True
1042,15404,20240830,217,79,1,2,800.64,Changed mind,False
1043,26461,20221123,907,4,12,1,2827.66,Changed mind,False
1044,987,20250823,858,98,6,1,212.9,Warranty,False
1045,48672,20231207,495,54,3,6,680.88,Wrong size,False
1046,43257,20230627,809,54,3,1,103.72,Changed mind,True
1047,13777,20240927,609,64,3,1,183.59,Changed mind,True
1048,15354,20230324,221,82,10,2,1249.98,Warranty,False
1049,29703,20241015,1713,23,10,3,197.53,Damaged,True
1050,21280,20251207,1420,65,7,2,89.69,Wrong size,True
1051,6636,20250606,965,69,6,1,306.76,Warranty,True
1052,48969,20230714,1910,39,1,2,220.39,Other,True
1053,12727,20241112,653,49,3,2,158.04,Wrong size,False
1054,37205,20251123,1057,89,7,1,61.96,Warranty,True
1055,37896,20250121,358,78,4,3,578.67,Wrong size,True
1056,26245,20250130,646,28,9,2,88.06,Warranty,True
1057,15609,20250101,722,79,6,2,611.52,Damaged,False
1058,50584,20240314,1151,26,5,1,15.05,Wrong size,True
1059,10266,20230507,1315,89,4,1,61.45,Wrong size,True
1060,52308,20250512,1354,43,4,4,600.04,Wrong size,True
1061,44149,20240815,1439,74,2,1,226.64,Warranty,False
1062,57567,20251004,63,77,9,1,98.36,Other,True
1063,40115,20251024,1813,98,5,3,622.44,Wrong size,True
1064,35509,20241018,661,29,11,1,117.28,Warranty,False
1065,44723,20250320,456,28,7,2,83.42,Warranty,True
1066,42755,20240518,1455,83,3,1,523.8,Changed mind,True
1067,10470,20230709,99,91,1,1,461.37,Late delivery,False
1068,12258,20251231,552,63,12,3,727.19,Wrong size,False
1069,13906,20230506,291,64,12,3,595.59,Damaged,True
1070,29298,20230411,1039,26,2,2,27.55,Warranty,False
1071,51845,20250211,1822,32,9,1,22.21,Damaged,True
1072,40076,20240517,1669,28,1,1,43.08,Wrong size,True
1073,34929,20221104,1818,84,8,1,211.66,Wrong size,True
1074,18407,20241223,1390,7,10,1,2220.03,Warranty,False
1075,55709,20230624,1925,19,7,3,249.45,Late delivery,False
1076,12041,20241126,771,41,6,4,1076.92,Late delivery,True
1077,2660,20230110,1649,52,9,1,69.65,Changed mind,True
1078,8737,20230901,1482,50,9,1,218.7,Changed mind,False
1079,41819,20251113,947,20,6,1,135.05,Damaged,False
1080,21937,20240212,12,95,8,2,824.5,Late delivery,True
1081,41402,20251231,1960,26,7,1,13.98,Warranty,True
1082,17530,20230915,940,21,3,3,265.31,Late delivery,False
1083,4991,20251109,1300,82,3,1,611.52,Other,False
1084,12306,20241102,465,25,9,2,183.79,Other,True
1085,1027,20230913,1931,4,7,1,2444.24,Warranty,True
1086,17096,20230727,631,15,4,2,39.32,Late delivery,True
1087,6991,20230711,1137,24,7,2,83.32,Late delivery,True
1088,16131,20240717,1461,38,8,1,206.09,Wrong size,False
1089,19194,20240901,1958,78,4,1,151.11,Damaged,True
1090,31258,20241212,251,86,6,1,296.72,Damaged,True
1091,14884,20250801,1748,103,2,3,1859.31,Late delivery,False
1092,54497,20250413,351,6,1,1,1430.97,Warranty,False
1093,20150,20250319,912,100,11,1,757.75,Other,False
1094,59290,20240301,1643,8,8,1,2212.78,Wrong size,True
1095,48269,20251231,1400,85,7,2,826.18,Wrong size,True
1096,31999,20240620,221,61,2,1,311.08,Other,True
1097,7702,20240722,1739,99,9,1,635.6,Late delivery,True
1098,16912,20231113,1532,104,1,2,1138.6,Late delivery,True
1099,29964,20250101,1617,83,2,1,571.65,Changed mind,True
1100,38757,20230811,1945,11,1,1,3873.78,Damaged,True
1101,41991,20250328,1114,89,1,2,123.42,Other,False
1102,20727,20240222,1390,16,11,2,218.3,Other,False
1103,42592,20250922,762,48,1,1,154.21,Other,False
1104,2934,20230331,1053,108,4,1,552.43,Other,True
1105,18762,20230718,1196,104,7,4,2263.32,Changed mind,False
1106,20305,20240525,993,46,8,1,221.43,Late delivery,True
1107,47342,20241208,687,64,1,1,188.45,Warranty,True
1108,20737,20241107,794,73,3,1,301.29,Changed mind,True
1109,56269,20251128,5,91,1,2,978.12,Other,True
1110,41382,20240227,1278,31,6,1,88.97,Wrong size,True
1111,29233,20221217,1759,1,6,1,1099.1,Wrong size,True
1112,24131,20231209,423,89,9,2,126.9,Warranty,False
1113,45518,20240918,1618,3,11,2,5502.1,Damaged,True
1114,34887,20220824,720,19,10,1,85.82,Damaged,True
1115,10862,20241028,365,82,1,1,638.43,Changed mind,True
1116,52051,20221206,212,86,12,3,782.25,Late delivery,False
1117,21932,20240215,850,26,2,3,42.2,Warranty,True
1118,28783,20220615,1168,43,10,3,428.38,Other,False
1119,27504,20250324,1950,94,10,1,450.16,Wrong size,True
1120,50850,20251212,1471,61,4,2,556.73,Late delivery,True
1121,24368,20250807,1798,107,5,3,1831.14,Late delivery,True
1122,43101,20241202,953,8,1,1,1976.14,Warranty,False
1123,24153,20240122,196,62,7,1,165.98,Late delivery,True
1124,38754,20220213,78,88,10,1,136.09,Damaged,True
1125,1332,20250407,1832,32,7,1,28.14,Damaged,False
1126,48645,20240714,1245,81,9,1,366.01,Late delivery,False
1127,58167,20240131,306,26,4,1,12.65,Warranty,True
1128,3522,20241219,911,14,4,1,84.62,Other,True
1129,38172,20241001,1275,60,9,1,555.18,Other,True
1130,5461,20230829,998,34,12,5,294.05,Warranty,True
1131,26041,20250316,785,107,4,1,600.28,Other,True
1132,4950,20230516,936,65,6,1,49.75,Damaged,True
1133,24470,20230220,492,24,1,1,41.22,Other,False
1134,41456,20250330,648,51,3,1,244.65,Other,True
1135,57394,20250503,1507,58,3,2,715.92,Wrong size,True
1136,16215,20241102,783,94,3,2,825.36,Late delivery,True
1137,5291,20230524,1695,63,12,1,202.61,Warranty,True
1138,19130,20230506,1489,56,12,1,167.03,Warranty,True
1139,20897,20230415,377,100,8,1,875.98,Changed mind,True
1140,10842,20250801,29,96,2,2,1357.44,Wrong size,True
1141,47640,20230622,1905,96,10,1,660.61,Other,False
1142,37275,20240606,608,52,5,2,140.6,Other,False
1143,178,20220517,1692,15,7,1,17.95,Warranty,True
1144,19139,20240704,1231,55,2,1,361.79,Other,False
1145,10934,20250317,503,62,1,2,309.36,Changed mind,True
1146,34077,20240216,73,104,2,2,1006.92,Changed mind,True
1147,4864,20241124,1921,50,4,1,190.85,Wrong size,False
1148,48599,20240801,1822,52,10,1,61.19,Warranty,True
1149,42264,20241025,1737,63,3,2,459.29,Wrong size,True
1150,10602,20240908,1357,85,12,1,432.39,Changed mind,True
1151,57774,20250525,1949,67,4,5,946.85,Damaged,True
1152,12911,20241203,1265,66,7,5,496.8,Damaged,True
1153,40798,20241001,1271,94,4,8,3726.56,Late delivery,True
1154,13944,20240127,952,96,3,1,660.15,Changed mind,True
1155,38008,20240216,1298,25,5,1,120.64,Damaged,True
1156,17778,20231127,113,26,3,2,25.69,Warranty,True
1157,34050,20250915,352,32,6,1,26.46,Other,True
1158,39509,20250328,1261,81,9,1,325.11,Wrong size,True
1159,18986,20251227,1731,96,11,2,1358.68,Late delivery,True
1160,3455,20250824,20,41,5,1,286.25,Warranty,True
1161,19864,20250820,439,67,5,2,354.54,Warranty,True
1162,41738,20230401,294,76,11,2,479.72,Other,True
1163,26194,20250904,1907,99,6,1,630.6,Other,True
1164,2185,20230605,1026,76,11,3,650.99,Changed mind,True
1165,39739,20240718,560,64,7,1,202.19,Wrong size,True
1166,36884,20250513,290,5,3,2,6895.73,Late delivery,True
1167,27663,20230406,1186,28,5,4,177.32,Wrong size,True
1168,51315,20250104,300,31,4,1,90.51,Other,True
1169,21050,20241104,126,13,5,3,39.33,Changed mind,False
1170,18838,20250426,1316,29,8,1,131.49,Damaged,True
1171,31838,20251231,1065,56,2,1,193.62,Late delivery,True
1172,18432,20240317,1185,26,11,4,60.6,Warranty,True
1173,5197,20251231,951,96,6,1,643.76,Late delivery,False
1174,6679,20240409,1909,100,2,1,946.65,Changed mind,True
1175,52650,20240403,858,7,10,1,2007.54,Changed mind,False
1176,52402,20220609,1434,89,12,1,58.48,Wrong size,True
1177,18348,20240327,1841,48,11,1,175.28,Wrong size,True
1178,6977,20220901,1001,79,8,2,702.7,Changed mind,True
1179,55,20220331,1220,88,9,2,295.8,Damaged,True
1180,50109,20250926,127,100,4,1,819.49,Wrong size,True
1181,994,20240324,1328,72,6,1,243.76,Damaged,False
1182,49012,20231106,609,46,5,1,224.36,Changed mind,False
1183,34374,20250811,1646,48,7,1,185.68,Warranty,False
1184,39620,20220909,772,4,1,2,5679.47,Damaged,True
1185,32195,20231128,1439,21,8,1,68.13,Wrong size,True
1186,379,20250706,910,4,1,1,2792.41,Wrong size,True
1187,59787,20230615,650,56,8,1,172.66,Other,False
1188,36187,20240201,975,16,3,1,105.76,Warranty,True
1189,45820,20231227,354,59,5,1,61.73,Other,False
1190,9713,20251231,321,35,11,1,84.83,Damaged,True
1191,40983,20250727,552,5,6,1,3774.85,Changed mind,True
1192,28937,20250814,1960,91,10,5,2578.36,Damaged,True
1193,5161,20240731,1680,4,11,1,2927.47,Other,True
1194,31028,20240306,1957,45,7,1,153.34,Warranty,True
1195,27110,20251102,222,54,12,1,98.83,Damaged,True
1196,38165,20240508,262,105,6,1,456.18,Changed mind,True
1197,32444,20250801,754,11,11,1,4630.37,Other,False
1198,39799,20240919,1103,47,12,2,229.9,Changed mind,True
1199,50783,20240808,1226,23,11,1,69.58,Warranty,True
1200,45020,20250402,1235,38,6,2,435.24,Damaged,True
1201,30443,20241104,540,42,8,1,134.11,Late delivery,True
1202,54956,20240824,1369,38,2,1,230.96,Changed mind,False
1203,53267,20240922,1383,62,11,1,152.08,Warranty,True
1204,30831,20251231,815,35,11,2,137.46,Wrong size,True
1205,36799,20230606,754,6,12,1,1459.32,Damaged,True
1206,45447,20250504,942,89,11,1,64.8,Wrong size,True
1207,33817,20221012,1909,98,2,2,393.16,Changed mind,True
1208,32910,20240917,88,36,3,1,208.54,Late delivery,True
1209,34852,20230125,1733,76,7,1,232.79,Damaged,True
1210,57971,20251231,1448,77,11,1,97.43,Changed mind,False
1211,18269,20221022,1876,43,6,9,1303.29,Wrong size,True
1212,42364,20230515,1379,10,6,1,1826.89,Late delivery,True
1213,40813,20240226,113,32,2,1,24.71,Wrong size,True
1214,13943,20240229,952,90,3,1,575.23,Damaged,False
1215,38128,20240606,663,76,4,1,221.3,Other,True
1216,56190,20251205,551,76,7,2,494.4,Damaged,False
1217,14379,20250923,345,13,7,2,27.42,Changed mind,True
1218,58002,20240110,252,53,11,2,323.36,Changed mind,True
1219,26492,20240418,1478,20,9,1,126.5,Changed mind,False
1220,32117,20251231,547,41,9,1,301.22,Other,True
1221,57865,20251214,579,58,10,2,710.52,Wrong size,False
1222,38156,20230917,437,71,9,1,345.61,Damaged,True
1223,37020,20240121,759,34,5,1,61.08,Wrong size,True
1224,24488,20240520,1548,7,7,1,2037.88,Changed mind,True
1225,46789,20250131,924,20,6,3,398.7,Damaged,True
1226,35863,20240429,1024,89,3,1,55.9,Damaged,False
1227,44873,20250507,1464,61,10,2,706.4,Wrong size,True
1228,5568,20240330,1848,25,6,1,109.88,Wrong size,True
1229,58412,20231202,1464,51,7,1,191.48,Warranty,True
1230,42360,20241109,1453,65,10,2,92.7,Changed mind,True
1231,4868,20250611,1640,27,1,1,72.45,Other,False
1232,8816,20240413,283,93,12,1,186.78,Other,True
1233,53726,20240207,1685,102,5,2,328.08,Damaged,False
1234,20634,20250615,1893,18,12,1,79.66,Warranty,True
1235,22931,20250809,1571,107,6,2,1238.06,Other,False
1236,14211,20251013,1477,78,8,2,278.54,Changed mind,True
1237,33228,20250727,370,47,3,1,98.64,Changed mind,True
1238,12032,20240425,689,92,8,1,534.92,Changed mind,True
1239,39501,20250202,835,71,7,2,734.92,Damaged,False
1240,14620,20250621,1091,85,9,1,414.0,Changed mind,True
1241,53966,20250818,1259,47,7,2,208.48,Warranty,False
1242,50629,20230910,373,60,12,1,569.98,Late delivery,True
1243,1907,20251015,156,31,6,4,361.88,Warranty,True
1244,14408,20250201,772,90,1,1,598.78,Damaged,True
1245,9672,20240923,1194,23,4,1,56.38,Damaged,True
1246,31403,20241020,1738,73,9,1,282.78,Late delivery,False
1247,36130,20241023,291,23,5,1,66.21,Warranty,True
1248,50498,20251122,823,41,4,1,289.72,Wrong size,True
1249,35761,20240623,546,44,6,1,263.65,Late delivery,True
1250,15950,20241113,256,86,6,1,265.66,Wrong size,False
1251,17092,20230817,631,59,4,4,229.19,Damaged,False
1252,5440,20251127,579,46,9,2,425.02,Changed mind,True
1253,53009,20250203,1676,39,4,1,132.28,Damaged,True
1254,58154,20240102,213,65,6,1,44.88,Warranty,True
1255,31368,20240225,947,95,11,5,2131.09,Damaged,True
1256,41689,20250811,948,103,11,1,545.95,Late delivery,True
1257,37891,20230817,576,64,8,1,172.92,Warranty,True
1258,12881,20240107,911,92,5,1,524.32,Damaged,True
1259,40364,20250209,943,54,12,1,108.19,Changed mind,True
1260,51247,20250906,458,76,2,1,238.47,Damaged,False
1261,29251,20240204,1654,108,8,2,1152.86,Warranty,False
1262,34352,20241011,602,45,9,1,165.42,Changed mind,True
1263,12353,20250624,110,16,7,1,111.8,Wrong size,True
1264,56514,20250307,264,102,7,5,827.85,Other,True
1265,57629,20231105,1447,103,1,1,533.49,Changed mind,True
1266,15549,20230216,1587,19,11,1,85.76,Wrong size,True
1267,26291,20250407,1200,3,9,1,2759.39,Other,True
1268,34596,20230805,737,18,12,1,102.73,Warranty,False
1269,40620,20240524,281,96,8,1,647.93,Wrong size,True
1270,34859,20250527,1508,86,6,2,524.86,Wrong size,True
1271,34519,20220717,614,79,4,1,362.05,Late delivery,True
1272,28293,20250723,1718,21,5,2,148.84,Other,True
1273,4645,20230629,1394,83,8,1,499.56,Wrong size,True
1274,30860,20240814,944,8,10,1,1771.15,Warranty,True
1275,15851,20250224,1388,59,4,3,184.08,Changed mind,False
1276,12855,20221020,965,84,2,1,221.17,Damaged,True
1277,21835,20250420,1512,27,1,1,82.07,Changed mind,False
1278,17792,20240307,1522,58,8,3,1183.35,Changed mind,True
1279,44575,20240329,194,44,3,1,305.05,Wrong size,False
1280,38658,20251020,1422,99,4,1,638.71,Wrong size,True
1281,51365,20220805,1144,46,6,2,459.41,Wrong size,False
1282,28161,20241109,84,77,11,1,93.52,Late delivery,True
1283,27404,20240624,1219,38,4,2,420.39,Warranty,True
1284,10409,20250608,1352,23,4,5,310.41,Other,True
1285,54014,20240428,1323,107,1,2,1199.38,Late delivery,False
1286,22316,20250611,910,81,10,1,323.75,Warranty,True
1287,55969,20231206,1102,101,5,3,1863.63,Warranty,True
1288,50164,20240526,893,88,2,1,130.24,Late delivery,True
1289,27213,20250911,470,52,10,1,63.69,Warranty,True
1290,4777,20251231,337,103,3,1,570.5,Changed mind,True
1291,42246,20250204,1855,25,10,1,121.41,Late delivery,True
1292,9393,20251111,1343,60,8,4,2284.52,Other,True
1293,59156,20250407,796,8,1,1,2121.99,Late delivery,False
1294,31231,20240222,1333,60,11,1,479.77,Late delivery,False
1295,56581,20241120,495,10,2,1,1959.1,Warranty,True
1296,54005,20240310,393,39,12,1,123.53,Late delivery,True
1297,12121,20241004,1920,58,1,1,373.44,Damaged,True
1298,53227,20250805,11,59,3,1,56.0,Late delivery,True
1299,15976,20241020,800,6,1,1,1180.49,Late delivery,True
1300,13973,20251011,1189,40,2,1,299.3,Late delivery,True
1301,26658,20221201,1267,30,5,1,54.89,Late delivery,True
1302,30471,20240201,1156,64,1,1,162.46,Other,False
1303,59040,20231006,850,24,7,3,123.0,Damaged,True
1304,50187,20231004,1692,37,10,1,110.5,Changed mind,True
1305,13764,20231009,1227,12,11,1,3074.23,Damaged,True
1306,5627,20250121,183,5,12,1,3380.68,Changed mind,True
1307,34476,20230529,1160,28,7,2,70.75,Other,True
1308,24174,20251022,984,68,12,1,160.7,Other,True
1309,13901,20240123,1270,23,7,1,67.61,Damaged,True
1310,23723,20250331,956,10,12,1,2046.63,Changed mind,True
1311,23045,20250612,1477,86,10,1,256.35,Other,True
1312,8199,20240118,1869,16,2,2,205.31,Late delivery,True
1313,32752,20221026,663,6,2,1,1256.27,Warranty,True
1314,16590,20241228,536,78,5,3,548.4,Other,False
1315,27885,20230221,989,19,5,1,80.35,Wrong size,True
1316,13983,20240512,562,69,10,1,302.27,Wrong size,True
1317,40886,20230115,815,95,8,1,399.08,Other,True
1318,46292,20250609,702,20,11,1,137.16,Late delivery,False
1319,41731,20221212,699,65,2,1,52.96,Other,True
1320,38867,20250727,1587,72,8,1,315.32,Late delivery,True
1321,25637,20240819,584,49,5,1,84.92,Other,True
1322,24945,20241104,767,65,7,1,46.33,Other,False
1323,25538,20230728,1002,65,4,3,141.96,Wrong size,False
1324,59415,20250730,1000,98,7,2,431.68,Warranty,True
1325,39661,20230320,146,24,1,1,40.71,Late delivery,True
1326,52983,20250430,1821,64,6,1,185.31,Changed mind,False
1327,57785,20240906,1018,41,5,1,307.28,Late delivery,True
1328,1613,20250103,396,100,4,1,817.0,Wrong size,False
1329,28499,20240910,1725,49,6,1,82.5,Other,True
1330,22443,20241001,531,59,5,1,53.21,Damaged,True
1331,51644,20251231,1323,104,4,2,1142.48,Damaged,False
1332,14803,20240827,1729,32,8,1,21.56,Wrong size,True
1333,28923,20240913,897,77,10,2,187.52,Wrong size,True
1334,43209,20240902,1820,72,1,1,277.74,Warranty,False
1335,40763,20240820,269,53,10,3,541.17,Other,True
1336,10747,20241108,1699,38,10,1,247.82,Late delivery,False
1337,42016,20240330,1066,9,10,1,1169.98,Changed mind,False
1338,52215,20250629,311,76,10,3,779.97,Damaged,True
1339,32309,20240219,568,54,6,1,115.86,Warranty,True
1340,47691,20230310,522,82,8,2,1317.54,Warranty,True
1341,43920,20241206,1998,79,10,1,378.54,Changed mind,True
1342,23802,20240508,634,102,11,5,765.81,Other,True
1343,49292,20240508,1920,3,8,1,2961.99,Other,True
1344,32825,20231121,1931,27,7,4,317.46,Other,False
1345,50002,20241025,928,5,3,1,3394.07,Changed mind,True
1346,37046,20240512,895,61,7,1,283.94,Late delivery,True
1347,26508,20230820,1440,81,10,1,309.43,Damaged,True
1348,16137,20241107,1361,87,6,1,158.59,Wrong size,True
1349,57884,20221117,1088,84,3,1,209.5,Changed mind,True
1350,42319,20250221,1494,93,11,1,207.35,Warranty,True
1351,28572,20221216,507,86,4,1,270.8,Warranty,True
1352,31551,20231101,191,102,10,1,148.91,Late delivery,True
1353,14786,20240927,1203,42,5,1,134.22,Late delivery,True
1354,49356,20251124,1007,86,4,2,528.84,Wrong size,True
1355,17451,20250611,689,55,8,3,994.14,Wrong size,True
1356,24304,20240922,74,43,4,2,227.58,Other,False
1357,7202,20240725,1782,108,12,1,649.52,Wrong size,True
1358,15931,20231209,430,92,9,4,2454.68,Damaged,False
1359,46717,20231217,289,56,7,1,168.32,Other,True
1360,7211,20230908,302,83,3,2,992.54,Damaged,True
1361,16750,20250101,1535,5,11,1,3320.83,Late delivery,False
1362,53458,20251007,486,108,1,1,662.65,Warranty,True
1363,33969,20250301,1947,22,4,1,108.92,Changed mind,False
1364,35708,20251231,865,49,11,1,88.53,Damaged,False
1365,3630,20240217,1109,34,11,1,59.46,Changed mind,True
1366,16491,20240802,889,69,6,1,347.0,Late delivery,True
1367,48195,20250314,878,31,6,2,196.56,Wrong size,True
1368,36274,20250125,1304,29,8,1,134.93,Other,True
1369,48457,20250720,1498,20,7,2,265.43,Wrong size,True
1370,25431,20250609,1277,51,1,1,224.7,Changed mind,False
1371,56058,20230320,17,30,3,4,206.21,Other,True
1372,13149,20250305,715,26,5,1,11.12,Changed mind,True
1373,24031,20241014,1637,58,2,5,1944.07,Warranty,False
1374,54836,20231107,1086,102,6,2,278.05,Late delivery,True
1375,27029,20241010,1782,51,2,2,468.48,Other,True
1376,10891,20230305,1611,85,6,1,429.72,Late delivery,False
1377,27634,20250420,298,2,8,1,1987.64,Wrong size,False
1378,14459,20240415,823,11,3,1,4344.09,Late delivery,False
1379,9408,20250928,1722,66,2,1,111.74,Damaged,False
1380,21334,20230420,831,20,12,1,141.83,Changed mind,True
1381,52731,20250503,1287,55,8,1,322.51,Changed mind,True
1382,20172,20231009,1284,86,10,1,277.69,Warranty,False
1383,19055,20241213,25,79,4,1,408.44,Late delivery,True
1384,26895,20250207,939,14,2,1,98.35,Other,True
1385,14751,20240313,470,44,4,2,542.04,Late delivery,True
1386,42346,20240214,411,26,1,1,14.69,Warranty,True
1387,51537,20250405,1808,33,9,2,162.92,Other,True
1388,24419,20240919,543,9,12,1,1041.18,Wrong size,True
1389,3984,20250826,96,108,11,1,704.45,Damaged,False
1390,36164,20231025,778,74,4,1,224.45,Late delivery,False
1391,22293,20251231,1398,104,10,1,475.93,Late delivery,True
1392,22427,20250528,1823,77,5,1,83.53,Other,True
1393,26479,20250508,1324,74,9,2,333.02,Wrong size,True
1394,50440,20250304,57,75,12,2,597.34,Late delivery,True
1395,37804,20250304,899,11,11,1,4520.11,Changed mind,False
1396,41586,20251231,582,74,6,1,216.31,Warranty,False
1397,28696,20250208,1421,2,7,1,2000.38,Other,False
1398,33060,20230704,1824,63,10,3,744.99,Damaged,True
1399,9657,20250905,1929,94,10,1,330.97,Other,False
1400,14533,20241205,86,100,12,1,876.68,Changed mind,False
1401,53090,20250224,1397,80,9,1,177.08,Late delivery,False
1402,3302,20250613,1189,23,4,1,63.15,Wrong size,False
1403,50880,20240116,637,79,9,2,752.18,Wrong size,True
1404,14883,20250725,1748,16,2,3,341.46,Damaged,False
1405,35451,20240615,140,54,10,1,108.02,Late delivery,False
1406,35266,20240424,1267,61,8,1,357.41,Damaged,True
1407,38552,20240613,792,42,2,1,110.01,Wrong size,True
1408,26229,20251231,1189,51,5,1,221.09,Late delivery,True
1409,52792,20241001,477,63,8,4,1074.36,Changed mind,True
1410,38570,20250510,1507,80,5,2,346.68,Other,True
1411,33905,20250515,1110,51,10,1,225.15,Warranty,True
1412,33768,20250326,1995,103,8,1,455.98,Other,True
1413,16252,20221112,1008,89,9,1,58.56,Damaged,True
1414,42975,20240630,1042,64,4,1,170.73,Warranty,True
1415,1521,20230123,220,88,9,1,131.24,Other,False
1416,4079,20250117,827,73,1,1,283.94,Changed mind,True
1417,32101,20220922,1277,88,4,1,127.01,Wrong size,False
1418,57782,20241009,1018,96,5,1,637.72,Other,True
1419,14218,20250228,1259,7,5,1,2305.56,Warranty,True
1420,8892,20230409,1590,46,4,1,193.82,Warranty,False
1421,51141,20221112,1002,46,5,1,220.5,Damaged,True
1422,25699,20230225,67,30,3,3,169.55,Wrong size,True
1423,28915,20250630,859,79,9,1,371.39,Other,False
1424,26954,20251222,9,53,1,1,172.02,Other,True
1425,9872,20250622,726,103,10,1,533.94,Wrong size,True
1426,11114,20250810,1526,95,1,1,403.29,Damaged,True
1427,33578,20240504,1782,58,11,1,360.53,Other,True
1428,19885,20251231,1242,22,7,1,113.8,Damaged,True
1429,49495,20240109,1473,77,5,1,90.97,Wrong size,True
1430,51354,20251118,324,71,5,1,332.68,Other,True
1431,21848,20251218,913,34,8,1,53.51,Warranty,True
1432,25088,20250520,1294,35,10,1,91.66,Damaged,True
1433,48174,20250207,135,86,11,1,255.06,Late delivery,True
1434,37410,20220501,1546,64,5,2,358.92,Late delivery,False
1435,56057,20230409,17,98,3,1,214.13,Damaged,True
1436,58708,20250916,849,104,11,1,499.4,Other,True
1437,58081,20250824,1724,20,11,1,156.07,Late delivery,True
1438,35571,20240224,1544,13,7,1,13.74,Other,True
1439,47399,20231107,9,34,12,1,55.18,Warranty,True
1440,18594,20240629,494,26,9,3,41.79,Other,False
1441,32458,20240802,165,28,10,1,35.55,Warranty,True
1442,40955,20240416,1999,19,3,1,84.89,Warranty,True
1443,43930,20230925,1896,6,6,2,2764.82,Other,False
1444,59136,20240714,997,10,2,1,1505.86,Wrong size,True
1445,34038,20221203,1842,28,8,1,40.2,Damaged,False
1446,30656,20251230,1924,98,5,3,665.49,Late delivery,True
1447,35359,20240714,1596,30,1,1,58.54,Damaged,True
1448,20229,20241031,1453,58,1,1,380.04,Warranty,True
1449,18429,20241203,1328,44,1,5,1443.5,Wrong size,False
1450,29176,20240725,665,98,3,3,530.99,Warranty,False
1451,7799,20250729,377,100,6,1,928.81,Late delivery,False
1452,26691,20250714,1201,36,11,2,431.76,Changed mind,False
