LedgerID,PostingDateKey,AccountKey,StoreKey,CurrencyCode,Amount,Scenario,DocumentNumberHighCardinality
1639,20220906,5400,4,GBP,-1632.8,Actual,DOC-2022-0001639
1640,20230314,4300,2,PLN,-157.81,Actual,DOC-2023-0001640
1641,20240210,4100,12,GBP,8352.71,Actual,DOC-2024-0001641
1642,20251020,1300,1,EUR,8241.34,Budget,DOC-2025-0001642
1643,20231204,4300,9,USD,-8766.67,Actual,DOC-2023-0001643
1644,20240420,1300,8,GBP,3248.31,Forecast,DOC-2024-0001644
1645,20230914,4300,11,PLN,-4478.78,Actual,DOC-2023-0001645
1646,20250716,5100,6,EUR,-5974.32,Actual,DOC-2025-0001646
1647,20251015,4100,4,PLN,430.69,Actual,DOC-2025-0001647
1648,20221203,2200,12,USD,-5642.73,Actual,DOC-2022-0001648
1649,20241211,4000,12,GBP,2821.58,Actual,DOC-2024-0001649
1650,20221005,2000,8,GBP,3924.82,Forecast,DOC-2022-0001650
1651,20230830,5200,6,USD,-8470.38,Actual,DOC-2023-0001651
1652,20221221,2000,10,GBP,262.09,Actual,DOC-2022-0001652
1653,20230413,5200,5,PLN,-5930.26,Forecast,DOC-2023-0001653
1654,20240820,2200,4,PLN,-5479.87,Actual,DOC-2024-0001654
1655,20250615,2100,11,PLN,-5155.14,Actual,DOC-2025-0001655
1656,20241201,1300,8,USD,5983.59,Forecast,DOC-2024-0001656
1657,20251116,4200,2,EUR,4143.48,Actual,DOC-2025-0001657
1658,20250206,1200,4,EUR,905.17,Actual,DOC-2025-0001658
1659,20250727,4100,11,USD,2301.13,Actual,DOC-2025-0001659
1660,20220804,5400,8,PLN,-3229.3,Actual,DOC-2022-0001660
1661,20230320,1200,3,USD,3716.26,Actual,DOC-2023-0001661
1662,20220213,4300,10,PLN,-6699.4,Actual,DOC-2022-0001662
1663,20240329,4000,5,GBP,2708.03,Forecast,DOC-2024-0001663
1664,20250819,1100,2,PLN,4917.36,Forecast,DOC-2025-0001664
1665,20221025,5100,12,USD,-5571.72,Budget,DOC-2022-0001665
1666,20230331,3100,10,USD,8713.26,Actual,DOC-2023-0001666
1667,20250313,5100,9,EUR,-7565.07,Forecast,DOC-2025-0001667
1668,20221210,3000,2,GBP,2731.84,Actual,DOC-2022-0001668
1669,20240329,5400,8,USD,-708.5,Actual,DOC-2024-0001669
1670,20230101,1100,7,EUR,7806.97,Actual,DOC-2023-0001670
1671,20240620,1100,12,GBP,1287.95,Budget,DOC-2024-0001671
1672,20231211,1300,2,GBP,1334.57,Actual,DOC-2023-0001672
1673,20250525,4100,7,USD,3269.01,Actual,DOC-2025-0001673
1674,20250201,2200,10,PLN,-6292.42,Budget,DOC-2025-0001674
1675,20221028,5200,1,GBP,-2606.96,Actual,DOC-2022-0001675
1676,20240412,2100,7,GBP,-7609.8,Actual,DOC-2024-0001676
1677,20220116,5300,12,GBP,-3262.13,Actual,DOC-2022-0001677
1678,20220724,2000,1,EUR,7442.08,Actual,DOC-2022-0001678
1679,20241019,5200,1,GBP,-4860.37,Forecast,DOC-2024-0001679
1680,20220714,2200,3,PLN,-8016.51,Actual,DOC-2022-0001680
1681,20240713,5200,11,GBP,-2465.14,Forecast,DOC-2024-0001681
1682,20231202,4300,6,USD,-4219.71,Actual,DOC-2023-0001682
1683,20250105,5000,10,PLN,6461.39,Actual,DOC-2025-0001683
1684,20230928,5400,11,PLN,-7637.85,Actual,DOC-2023-0001684
1685,20250503,2100,9,PLN,-5892.96,Actual,DOC-2025-0001685
1686,20251023,5300,6,EUR,-3805.3,Actual,DOC-2025-0001686
1687,20220520,5100,1,PLN,-2076.13,Actual,DOC-2022-0001687
1688,20230825,5400,8,EUR,-3876.71,Actual,DOC-2023-0001688
1689,20240223,5300,10,GBP,-4150.09,Actual,DOC-2024-0001689
1690,20220918,1200,9,GBP,1013.24,Actual,DOC-2022-0001690
1691,20220712,2200,9,GBP,-2610.26,Actual,DOC-2022-0001691
1692,20240720,2100,3,GBP,-1524.01,Actual,DOC-2024-0001692
1693,20221118,1100,9,GBP,1382.65,Actual,DOC-2022-0001693
1694,20230720,2200,7,EUR,-7723.74,Budget,DOC-2023-0001694
1695,20231005,4200,2,PLN,188.61,Budget,DOC-2023-0001695
1696,20250827,4000,11,USD,6874.65,Actual,DOC-2025-0001696
1697,20220831,3000,8,PLN,2089.45,Budget,DOC-2022-0001697
1698,20221008,3100,10,PLN,203.53,Actual,DOC-2022-0001698
1699,20240324,5200,4,EUR,-3206.05,Actual,DOC-2024-0001699
1700,20230515,1200,2,GBP,1785.68,Actual,DOC-2023-0001700
1701,20220509,3000,3,GBP,8280.4,Actual,DOC-2022-0001701
1702,20230727,3000,6,EUR,2260.34,Actual,DOC-2023-0001702
1703,20230904,5400,7,USD,-4762.75,Forecast,DOC-2023-0001703
1704,20220128,4000,1,PLN,8731.14,Actual,DOC-2022-0001704
1705,20240402,2200,11,PLN,-5734.54,Actual,DOC-2024-0001705
1706,20250817,1100,9,USD,6226.7,Forecast,DOC-2025-0001706
1707,20221211,4300,1,PLN,-404.63,Actual,DOC-2022-0001707
1708,20241025,5300,4,GBP,-6427.77,Actual,DOC-2024-0001708
1709,20220109,4100,2,GBP,5281.97,Actual,DOC-2022-0001709
1710,20230901,4100,3,GBP,6375.55,Actual,DOC-2023-0001710
1711,20230118,4000,5,EUR,657.07,Budget,DOC-2023-0001711
1712,20220730,2000,7,EUR,4685.86,Actual,DOC-2022-0001712
1713,20240502,3000,11,USD,501.8,Forecast,DOC-2024-0001713
1714,20230201,1000,10,GBP,737.64,Actual,DOC-2023-0001714
1715,20230306,5400,3,USD,-3448.84,Actual,DOC-2023-0001715
1716,20230710,5000,2,PLN,7051.26,Actual,DOC-2023-0001716
1717,20240826,5000,7,PLN,2264.07,Actual,DOC-2024-0001717
1718,20240122,4100,10,EUR,4899.21,Actual,DOC-2024-0001718
1719,20230628,5400,1,PLN,-2416.51,Actual,DOC-2023-0001719
1720,20250915,1300,11,GBP,4778.57,Actual,DOC-2025-0001720
1721,20230613,3000,12,USD,603.56,Actual,DOC-2023-0001721
1722,20220121,2200,12,EUR,-7087.12,Actual,DOC-2022-0001722
1723,20251016,5400,6,PLN,-550.27,Actual,DOC-2025-0001723
1724,20220907,4300,1,PLN,-256.08,Actual,DOC-2022-0001724
1725,20230916,5300,4,GBP,-7821.44,Forecast,DOC-2023-0001725
1726,20220729,4100,7,EUR,6917.17,Actual,DOC-2022-0001726
1727,20230323,4300,9,PLN,-2496.75,Budget,DOC-2023-0001727
1728,20220525,1300,7,EUR,4879.74,Actual,DOC-2022-0001728
1729,20250517,5000,7,PLN,313.51,Budget,DOC-2025-0001729
1730,20241206,4300,7,USD,-4853.19,Actual,DOC-2024-0001730
1731,20240706,4000,6,GBP,5322.06,Forecast,DOC-2024-0001731
1732,20230831,4200,7,EUR,4404.34,Budget,DOC-2023-0001732
1733,20230528,1200,8,USD,3673.95,Actual,DOC-2023-0001733
1734,20240418,3100,7,EUR,3747.99,Actual,DOC-2024-0001734
1735,20231109,1200,3,PLN,3202.63,Budget,DOC-2023-0001735
1736,20251111,3000,3,EUR,661.21,Actual,DOC-2025-0001736
1737,20230619,3100,10,EUR,4389.1,Actual,DOC-2023-0001737
1738,20220318,5100,1,PLN,-627.35,Actual,DOC-2022-0001738
1739,20230725,4100,9,USD,5876.76,Actual,DOC-2023-0001739
1740,20230905,2200,5,PLN,-7937.29,Actual,DOC-2023-0001740
1741,20230822,5000,3,EUR,1123.69,Budget,DOC-2023-0001741
1742,20250723,3000,3,USD,2954.13,Budget,DOC-2025-0001742
1743,20220406,1100,2,EUR,1155.57,Actual,DOC-2022-0001743
1744,20240112,5000,12,USD,2788.27,Actual,DOC-2024-0001744
1745,20230409,2000,1,GBP,2761.01,Actual,DOC-2023-0001745
1746,20221111,1300,9,USD,1437.53,Actual,DOC-2022-0001746
1747,20241127,5000,1,USD,5858.64,Actual,DOC-2024-0001747
1748,20240610,2100,1,PLN,-119.36,Actual,DOC-2024-0001748
1749,20220110,4100,2,GBP,5443.33,Budget,DOC-2022-0001749
1750,20220520,2200,7,EUR,-5653.06,Actual,DOC-2022-0001750
1751,20240320,4300,3,EUR,-4200.1,Actual,DOC-2024-0001751
1752,20250712,4100,5,GBP,7864.75,Actual,DOC-2025-0001752
1753,20240307,3000,7,USD,4933.18,Forecast,DOC-2024-0001753
1754,20241111,5100,7,GBP,-376.82,Actual,DOC-2024-0001754
1755,20230329,1000,3,USD,4181.05,Forecast,DOC-2023-0001755
1756,20230817,5200,10,USD,-6580.35,Actual,DOC-2023-0001756
1757,20250424,4000,9,EUR,3522.15,Actual,DOC-2025-0001757
1758,20221120,4100,12,EUR,5342.84,Budget,DOC-2022-0001758
1759,20250716,2200,12,USD,-1851.33,Actual,DOC-2025-0001759
1760,20240528,1100,7,GBP,8356.02,Forecast,DOC-2024-0001760
1761,20230804,4200,8,EUR,6400.63,Actual,DOC-2023-0001761
1762,20220829,3000,1,GBP,1797.07,Actual,DOC-2022-0001762
1763,20250707,1200,11,USD,3735.34,Actual,DOC-2025-0001763
1764,20230501,3100,12,PLN,3564.38,Forecast,DOC-2023-0001764
1765,20220319,5100,12,EUR,-4543.28,Actual,DOC-2022-0001765
1766,20241118,4200,2,USD,5325.78,Actual,DOC-2024-0001766
1767,20220305,1300,3,EUR,2035.25,Actual,DOC-2022-0001767
1768,20230621,4200,11,GBP,8706.74,Actual,DOC-2023-0001768
1769,20250408,4100,3,USD,3340.79,Forecast,DOC-2025-0001769
1770,20231012,3100,8,GBP,4192.78,Actual,DOC-2023-0001770
1771,20230319,1000,5,EUR,8426.61,Actual,DOC-2023-0001771
1772,20250104,2000,6,PLN,3896.93,Forecast,DOC-2025-0001772
1773,20230626,5100,11,GBP,-5837.3,Actual,DOC-2023-0001773
1774,20241224,4300,12,EUR,-7166.43,Actual,DOC-2024-0001774
1775,20250727,4000,4,USD,2677.27,Actual,DOC-2025-0001775
1776,20241211,2000,10,PLN,5733.93,Actual,DOC-2024-0001776
1777,20250318,1000,6,USD,7638.73,Actual,DOC-2025-0001777
1778,20220605,4100,5,EUR,1852.89,Actual,DOC-2022-0001778
1779,20251223,4000,9,PLN,371.5,Actual,DOC-2025-0001779
1780,20221201,4000,2,GBP,6563.03,Actual,DOC-2022-0001780
1781,20230706,5300,6,USD,-6827.21,Actual,DOC-2023-0001781
1782,20250803,5100,7,GBP,-8690.15,Actual,DOC-2025-0001782
1783,20251007,5200,6,GBP,-892.99,Actual,DOC-2025-0001783
1784,20251029,3000,5,GBP,1596.84,Actual,DOC-2025-0001784
1785,20250613,4000,9,EUR,2002.97,Actual,DOC-2025-0001785
1786,20220816,3100,4,PLN,5192.98,Actual,DOC-2022-0001786
1787,20240609,2100,6,GBP,-8528.6,Actual,DOC-2024-0001787
1788,20230819,5100,11,GBP,-6448.35,Actual,DOC-2023-0001788
1789,20241107,5300,5,PLN,-926.56,Actual,DOC-2024-0001789
1790,20230222,4300,4,USD,-479.56,Actual,DOC-2023-0001790
1791,20240102,2100,7,GBP,-7708.76,Forecast,DOC-2024-0001791
1792,20221022,1000,3,USD,8259.13,Actual,DOC-2022-0001792
1793,20251019,1100,2,GBP,6866.3,Budget,DOC-2025-0001793
1794,20250924,2100,1,PLN,-2956.12,Actual,DOC-2025-0001794
1795,20240826,2100,6,EUR,-8211.42,Actual,DOC-2024-0001795
1796,20230522,1000,3,GBP,1838.7,Actual,DOC-2023-0001796
1797,20251125,4100,3,USD,6286.11,Actual,DOC-2025-0001797
1798,20231001,1100,2,PLN,531.54,Actual,DOC-2023-0001798
1799,20240114,3000,12,USD,6549.26,Actual,DOC-2024-0001799
1800,20230411,1200,5,USD,3634.69,Forecast,DOC-2023-0001800
1801,20250519,4100,9,GBP,8227.4,Actual,DOC-2025-0001801
1802,20230805,5300,2,GBP,-8713.14,Actual,DOC-2023-0001802
1803,20221127,4100,2,PLN,1956.13,Actual,DOC-2022-0001803
1804,20250919,1200,7,USD,3475.02,Budget,DOC-2025-0001804
1805,20230428,2100,2,PLN,-1170.64,Actual,DOC-2023-0001805
1806,20220430,2100,3,EUR,-1173.61,Actual,DOC-2022-0001806
1807,20251023,5300,5,PLN,-5077.68,Actual,DOC-2025-0001807
1808,20230524,1100,8,GBP,5200.17,Forecast,DOC-2023-0001808
1809,20231013,1100,5,GBP,2201.48,Actual,DOC-2023-0001809
1810,20250324,4300,6,USD,-8953.25,Actual,DOC-2025-0001810
1811,20230320,5300,5,GBP,-7844.85,Actual,DOC-2023-0001811
1812,20220519,2100,8,PLN,-4706.94,Actual,DOC-2022-0001812
1813,20241020,1100,6,PLN,972.73,Budget,DOC-2024-0001813
1814,20250419,4200,3,GBP,324.06,Forecast,DOC-2025-0001814
1815,20231126,4100,3,PLN,3512.12,Actual,DOC-2023-0001815
1816,20220722,2000,9,USD,450.37,Actual,DOC-2022-0001816
1817,20231214,4300,12,USD,-1231.06,Actual,DOC-2023-0001817
1818,20230331,4000,11,PLN,2389.44,Forecast,DOC-2023-0001818
1819,20240731,3000,5,PLN,80.37,Budget,DOC-2024-0001819
1820,20221022,3000,10,EUR,2799.72,Actual,DOC-2022-0001820
1821,20250223,4100,7,EUR,3544.74,Actual,DOC-2025-0001821
1822,20220420,5100,2,GBP,-4418.13,Forecast,DOC-2022-0001822
1823,20231224,5400,3,GBP,-6946.8,Actual,DOC-2023-0001823
1824,20241005,4000,12,PLN,6507.08,Actual,DOC-2024-0001824
1825,20230802,1000,6,USD,827.62,Actual,DOC-2023-0001825
1826,20240527,5400,7,PLN,-8979.1,Budget,DOC-2024-0001826
1827,20220216,1200,11,USD,6424.41,Forecast,DOC-2022-0001827
1828,20230831,1200,8,GBP,549.56,Forecast,DOC-2023-0001828
1829,20230521,2000,9,EUR,6999.57,Budget,DOC-2023-0001829
1830,20240318,2100,10,PLN,-4262.21,Forecast,DOC-2024-0001830
1831,20220123,4100,2,EUR,6534.5,Actual,DOC-2022-0001831
1832,20231004,5400,12,USD,-189.74,Actual,DOC-2023-0001832
1833,20251220,3100,8,EUR,1367.04,Actual,DOC-2025-0001833
1834,20221116,2100,9,GBP,-885.18,Actual,DOC-2022-0001834
1835,20230921,1300,7,EUR,4606.93,Actual,DOC-2023-0001835
1836,20231103,5400,3,EUR,-2310.42,Actual,DOC-2023-0001836
1837,20220610,2200,4,EUR,-3719.17,Actual,DOC-2022-0001837
1838,20241019,5400,2,GBP,-5717.84,Actual,DOC-2024-0001838
1839,20250210,2000,2,GBP,5540.85,Actual,DOC-2025-0001839
1840,20230205,2100,2,GBP,-4397.15,Forecast,DOC-2023-0001840
1841,20240622,2200,9,GBP,-5174.98,Actual,DOC-2024-0001841
1842,20250301,3000,4,PLN,5673.13,Actual,DOC-2025-0001842
1843,20250822,4100,11,GBP,4133.53,Actual,DOC-2025-0001843
1844,20230906,1000,2,USD,4532.67,Actual,DOC-2023-0001844
1845,20251130,4000,8,PLN,1925.77,Actual,DOC-2025-0001845
1846,20241101,2200,9,GBP,-5477.04,Actual,DOC-2024-0001846
1847,20220925,4300,7,PLN,-1999.19,Actual,DOC-2022-0001847
1848,20251230,5400,2,GBP,-6160.21,Actual,DOC-2025-0001848
1849,20220104,1200,7,GBP,6720.38,Forecast,DOC-2022-0001849
1850,20250320,1300,12,USD,6832.73,Actual,DOC-2025-0001850
1851,20220525,2200,10,PLN,-7521.52,Budget,DOC-2022-0001851
1852,20220519,5300,1,EUR,-1359.71,Actual,DOC-2022-0001852
1853,20240216,5000,3,PLN,5243.15,Actual,DOC-2024-0001853
1854,20220209,4100,3,GBP,6819.94,Actual,DOC-2022-0001854
1855,20250629,1300,7,GBP,7545.18,Actual,DOC-2025-0001855
1856,20240513,2200,12,GBP,-6248.91,Actual,DOC-2024-0001856
1857,20240308,4100,3,PLN,6157.72,Actual,DOC-2024-0001857
1858,20251127,5200,5,PLN,-7307.81,Budget,DOC-2025-0001858
1859,20240105,4100,6,PLN,89.97,Actual,DOC-2024-0001859
1860,20240410,5400,1,EUR,-2211.49,Actual,DOC-2024-0001860
1861,20240202,4200,6,GBP,5219.8,Actual,DOC-2024-0001861
1862,20250610,5400,11,USD,-628.47,Actual,DOC-2025-0001862
1863,20220702,2000,10,GBP,3100.33,Actual,DOC-2022-0001863
1864,20220217,5300,2,PLN,-1024.13,Actual,DOC-2022-0001864
1865,20240531,5100,7,USD,-2268.95,Actual,DOC-2024-0001865
1866,20221117,5000,12,GBP,812.17,Forecast,DOC-2022-0001866
1867,20251125,1300,9,USD,675.21,Actual,DOC-2025-0001867
1868,20241123,5400,2,USD,-7606.94,Actual,DOC-2024-0001868
1869,20231221,3000,5,EUR,3173.29,Actual,DOC-2023-0001869
1870,20230501,3000,7,EUR,5169.22,Actual,DOC-2023-0001870
1871,20250619,1100,6,GBP,3079.93,Actual,DOC-2025-0001871
1872,20250205,4200,1,PLN,2164.77,Actual,DOC-2025-0001872
1873,20250122,3000,1,GBP,3992.05,Actual,DOC-2025-0001873
1874,20240613,3000,2,GBP,6756.31,Forecast,DOC-2024-0001874
1875,20241212,1200,6,USD,8464.91,Actual,DOC-2024-0001875
1876,20220726,1100,6,USD,2919.22,Actual,DOC-2022-0001876
1877,20250601,5300,6,GBP,-4459.77,Actual,DOC-2025-0001877
1878,20220513,5100,10,GBP,-1415.98,Forecast,DOC-2022-0001878
1879,20230425,1000,2,USD,7541.57,Forecast,DOC-2023-0001879
1880,20230827,4200,5,PLN,5782.95,Actual,DOC-2023-0001880
1881,20240716,3000,9,EUR,4022.64,Actual,DOC-2024-0001881
1882,20230526,2100,4,PLN,-8350.15,Actual,DOC-2023-0001882
1883,20230415,1300,11,PLN,8468.8,Budget,DOC-2023-0001883
1884,20240318,4200,10,GBP,6510.59,Budget,DOC-2024-0001884
1885,20240625,5200,11,GBP,-4697.4,Actual,DOC-2024-0001885
1886,20241203,5300,2,GBP,-4673.46,Actual,DOC-2024-0001886
1887,20240801,3100,6,PLN,6991.81,Actual,DOC-2024-0001887
1888,20230709,2100,5,EUR,-2797.1,Actual,DOC-2023-0001888
1889,20250213,4200,2,USD,8111.55,Actual,DOC-2025-0001889
1890,20240629,5100,10,GBP,-3079.2,Actual,DOC-2024-0001890
1891,20250521,4000,3,PLN,2382.36,Actual,DOC-2025-0001891
1892,20221121,4100,11,PLN,8175.45,Actual,DOC-2022-0001892
1893,20231010,4300,3,EUR,-4140.4,Budget,DOC-2023-0001893
1894,20230907,1100,5,GBP,857.43,Actual,DOC-2023-0001894
1895,20240221,5300,12,EUR,-6616.31,Forecast,DOC-2024-0001895
1896,20220317,5200,4,PLN,-4461.76,Actual,DOC-2022-0001896
1897,20230116,5000,10,USD,448.3,Budget,DOC-2023-0001897
1898,20250331,3100,9,GBP,585.37,Budget,DOC-2025-0001898
1899,20240221,4300,9,EUR,-2043.43,Forecast,DOC-2024-0001899
1900,20230808,4200,6,EUR,1095.9,Actual,DOC-2023-0001900
1901,20240919,3000,5,PLN,5438.88,Actual,DOC-2024-0001901
1902,20250601,1000,4,USD,6983.74,Budget,DOC-2025-0001902
1903,20230103,1100,3,EUR,7833.97,Actual,DOC-2023-0001903
1904,20221120,1100,7,GBP,5502.23,Actual,DOC-2022-0001904
1905,20220531,4100,5,EUR,4154.63,Actual,DOC-2022-0001905
1906,20240817,4200,9,EUR,1321.65,Actual,DOC-2024-0001906
1907,20240526,1300,8,PLN,6445.12,Actual,DOC-2024-0001907
1908,20220621,3100,7,GBP,1216.78,Actual,DOC-2022-0001908
1909,20230926,2200,12,PLN,-7439.9,Actual,DOC-2023-0001909
1910,20250415,1300,2,GBP,1500.2,Actual,DOC-2025-0001910
1911,20220518,4100,3,PLN,7748.67,Actual,DOC-2022-0001911
1912,20230306,3100,10,GBP,2336.05,Actual,DOC-2023-0001912
1913,20230718,4200,3,EUR,4020.34,Actual,DOC-2023-0001913
1914,20230904,5300,3,EUR,-2943.66,Actual,DOC-2023-0001914
1915,20251114,5400,1,PLN,-6511.67,Actual,DOC-2025-0001915
1916,20250904,5100,5,USD,-278.1,Actual,DOC-2025-0001916
1917,20240824,1300,9,GBP,3980.28,Actual,DOC-2024-0001917
1918,20250106,3000,11,PLN,8061.1,Budget,DOC-2025-0001918
1919,20220706,1300,7,PLN,4242.82,Forecast,DOC-2022-0001919
1920,20240620,4000,7,GBP,7575.55,Actual,DOC-2024-0001920
1921,20251201,4200,5,PLN,5076.68,Actual,DOC-2025-0001921
1922,20250213,3000,3,EUR,6094.75,Actual,DOC-2025-0001922
1923,20241123,1200,11,EUR,721.18,Actual,DOC-2024-0001923
1924,20240413,1000,2,PLN,4416.18,Forecast,DOC-2024-0001924
1925,20221120,5000,2,EUR,7672.94,Actual,DOC-2022-0001925
1926,20220622,5300,4,EUR,-396.09,Actual,DOC-2022-0001926
1927,20250424,1100,11,GBP,3976.21,Actual,DOC-2025-0001927
1928,20221022,5000,10,EUR,8522.54,Actual,DOC-2022-0001928
1929,20240701,2000,5,EUR,4973.04,Actual,DOC-2024-0001929
1930,20220311,3100,4,PLN,4759.12,Actual,DOC-2022-0001930
1931,20220608,5200,12,EUR,-2497.02,Actual,DOC-2022-0001931
1932,20230810,5300,6,GBP,-7116.28,Actual,DOC-2023-0001932
1933,20230801,1000,7,USD,2248.66,Budget,DOC-2023-0001933
1934,20250612,1300,2,USD,3737.74,Actual,DOC-2025-0001934
1935,20220615,4100,2,PLN,8992.52,Actual,DOC-2022-0001935
1936,20220324,2100,1,GBP,-5143.18,Actual,DOC-2022-0001936
1937,20250504,1300,5,USD,7417.14,Actual,DOC-2025-0001937
1938,20221012,2000,11,PLN,3455.12,Forecast,DOC-2022-0001938
1939,20231108,2200,4,PLN,-5232.48,Actual,DOC-2023-0001939
1940,20250206,5300,4,USD,-1265.71,Actual,DOC-2025-0001940
1941,20250610,2200,8,GBP,-2819.91,Actual,DOC-2025-0001941
1942,20240614,1000,12,GBP,7692.54,Budget,DOC-2024-0001942
1943,20250405,2100,6,EUR,-2209.45,Actual,DOC-2025-0001943
1944,20250816,3100,9,PLN,269.4,Budget,DOC-2025-0001944
1945,20250120,5200,2,PLN,-7273.79,Actual,DOC-2025-0001945
1946,20240429,2100,8,GBP,-475.34,Actual,DOC-2024-0001946
1947,20250422,1200,7,EUR,7748.46,Actual,DOC-2025-0001947
1948,20240225,5300,6,GBP,-2118.94,Actual,DOC-2024-0001948
1949,20230819,5000,5,EUR,7086.35,Actual,DOC-2023-0001949
1950,20240815,4200,2,USD,4771.23,Actual,DOC-2024-0001950
1951,20250421,4300,1,GBP,-2949.58,Actual,DOC-2025-0001951
1952,20231221,1100,5,EUR,392.4,Actual,DOC-2023-0001952
1953,20250729,5300,1,GBP,-1288.24,Actual,DOC-2025-0001953
1954,20240727,1100,3,PLN,2160.72,Actual,DOC-2024-0001954
1955,20250222,1200,5,GBP,8197.08,Budget,DOC-2025-0001955
1956,20250301,1200,1,PLN,2792.73,Actual,DOC-2025-0001956
1957,20221013,4200,11,USD,8067.27,Actual,DOC-2022-0001957
1958,20250204,5100,1,USD,-7823.27,Actual,DOC-2025-0001958
1959,20241023,5200,7,PLN,-6535.88,Forecast,DOC-2024-0001959
1960,20230610,1300,1,EUR,7781.51,Actual,DOC-2023-0001960
1961,20220208,2100,6,EUR,-5842.41,Actual,DOC-2022-0001961
1962,20250516,4200,4,USD,398.42,Actual,DOC-2025-0001962
1963,20220225,1000,8,GBP,8972.73,Actual,DOC-2022-0001963
1964,20231027,2000,5,PLN,7604.94,Budget,DOC-2023-0001964
1965,20220505,1200,11,EUR,8760.65,Forecast,DOC-2022-0001965
1966,20220615,5200,10,EUR,-2396.31,Actual,DOC-2022-0001966
1967,20231207,5400,8,PLN,-6583.38,Actual,DOC-2023-0001967
1968,20251201,5000,5,USD,945.46,Actual,DOC-2025-0001968
1969,20250523,3000,1,PLN,3001.57,Actual,DOC-2025-0001969
1970,20250102,4000,11,GBP,3461.6,Actual,DOC-2025-0001970
1971,20230721,1000,9,EUR,8044.24,Actual,DOC-2023-0001971
1972,20220531,5400,11,EUR,-3448.94,Actual,DOC-2022-0001972
1973,20250407,2100,7,GBP,-2164.83,Forecast,DOC-2025-0001973
1974,20231030,3100,7,EUR,8593.8,Actual,DOC-2023-0001974
1975,20231119,5100,7,GBP,-8031.17,Actual,DOC-2023-0001975
1976,20240923,2100,8,PLN,-6795.02,Actual,DOC-2024-0001976
1977,20240320,5100,2,EUR,-5515.88,Actual,DOC-2024-0001977
1978,20231227,5200,5,PLN,-2204.14,Actual,DOC-2023-0001978
1979,20231026,3100,11,PLN,1243.09,Forecast,DOC-2023-0001979
1980,20250618,2200,12,PLN,-4298.59,Actual,DOC-2025-0001980
1981,20240313,3100,6,USD,7837.41,Budget,DOC-2024-0001981
1982,20240920,4000,12,PLN,1710.6,Actual,DOC-2024-0001982
1983,20221225,5000,1,USD,5326.75,Actual,DOC-2022-0001983
1984,20251030,1000,5,GBP,4979.25,Actual,DOC-2025-0001984
1985,20250510,1300,4,USD,4192.23,Actual,DOC-2025-0001985
1986,20220903,1100,8,EUR,2605.17,Actual,DOC-2022-0001986
1987,20220305,4300,5,PLN,-1605.5,Actual,DOC-2022-0001987
1988,20240404,5100,3,GBP,-8170.06,Actual,DOC-2024-0001988
1989,20240807,5300,10,EUR,-1565.06,Budget,DOC-2024-0001989
1990,20241228,1000,4,GBP,6167.43,Forecast,DOC-2024-0001990
1991,20220426,5200,2,GBP,-5839.86,Actual,DOC-2022-0001991
1992,20220202,5200,10,USD,-7749.62,Actual,DOC-2022-0001992
1993,20220704,1100,4,PLN,2472.49,Actual,DOC-2022-0001993
1994,20240904,3000,12,EUR,2580.73,Actual,DOC-2024-0001994
1995,20231012,5000,9,EUR,6000.36,Actual,DOC-2023-0001995
1996,20251101,2100,3,USD,-2518.52,Forecast,DOC-2025-0001996
1997,20221026,2000,1,EUR,2919.62,Actual,DOC-2022-0001997
1998,20250627,1100,7,EUR,2665.37,Budget,DOC-2025-0001998
1999,20240702,2000,11,GBP,8631.59,Actual,DOC-2024-0001999
2000,20230215,2000,4,USD,7325.57,Actual,DOC-2023-0002000
2001,20231025,4200,4,PLN,8058.0,Forecast,DOC-2023-0002001
2002,20240104,4300,8,PLN,-8112.03,Actual,DOC-2024-0002002
2003,20250718,4300,8,EUR,-3556.9,Actual,DOC-2025-0002003
2004,20221018,5300,7,PLN,-121.96,Forecast,DOC-2022-0002004
2005,20240122,2200,2,GBP,-2002.03,Forecast,DOC-2024-0002005
2006,20220302,2000,10,PLN,5338.28,Budget,DOC-2022-0002006
2007,20241111,5000,1,GBP,358.52,Forecast,DOC-2024-0002007
2008,20230602,4300,9,USD,-8028.45,Actual,DOC-2023-0002008
2009,20250511,1200,5,GBP,4284.45,Actual,DOC-2025-0002009
2010,20250507,5000,6,GBP,7430.03,Actual,DOC-2025-0002010
2011,20250321,4200,11,USD,2556.09,Actual,DOC-2025-0002011
2012,20250417,5400,8,GBP,-6151.62,Actual,DOC-2025-0002012
2013,20230805,5000,5,USD,7903.71,Actual,DOC-2023-0002013
2014,20250321,5300,4,USD,-7965.57,Budget,DOC-2025-0002014
2015,20251005,1200,5,EUR,1773.28,Actual,DOC-2025-0002015
2016,20220324,4300,2,USD,-4957.07,Actual,DOC-2022-0002016
2017,20240616,5000,8,GBP,5683.37,Actual,DOC-2024-0002017
2018,20220125,2000,6,USD,804.18,Budget,DOC-2022-0002018
2019,20230831,5200,3,PLN,-1512.19,Actual,DOC-2023-0002019
2020,20231223,3100,7,PLN,1266.64,Actual,DOC-2023-0002020
2021,20251203,4200,12,USD,885.05,Actual,DOC-2025-0002021
2022,20240129,1100,2,GBP,339.94,Actual,DOC-2024-0002022
2023,20251024,4100,10,PLN,936.98,Actual,DOC-2025-0002023
