BudgetID,MonthStartDateKey,StoreKey,ProductCategoryKey,BudgetSalesAmount,BudgetGrossMarginAmount,BudgetUnits
627,20220901,9,3,22627.04,10559.65,273
628,20220901,9,4,28699.87,7172.18,135
629,20220901,9,5,39223.99,17296.36,497
630,20220901,9,6,29480.93,9186.15,170
631,20220901,10,1,19179.55,5687.81,582
632,20220901,10,2,15336.8,6019.25,252
633,20220901,10,3,28509.83,11560.19,745
634,20220901,10,4,15463.25,3478.6,246
635,20220901,10,5,32312.2,8834.17,624
636,20220901,10,6,31554.91,9589.27,1066
637,20220901,11,1,16194.43,6156.66,349
638,20220901,11,2,26565.45,8016.37,276
639,20220901,11,3,15225.51,3501.49,851
640,20220901,11,4,20134.31,5648.75,803
641,20220901,11,5,11246.23,4458.51,303
642,20220901,11,6,44724.46,14423.51,592
643,20220901,12,1,21104.94,8187.17,109
644,20220901,12,2,40394.72,11515.98,169
645,20220901,12,3,39333.52,13698.13,769
646,20220901,12,4,26274.59,8914.3,441
647,20220901,12,5,37833.03,16811.73,627
648,20220901,12,6,23673.73,5794.94,555
649,20221001,1,1,20113.8,5261.57,939
650,20221001,1,2,10555.06,3189.03,635
651,20221001,1,3,26136.72,5861.28,683
652,20221001,1,4,7632.39,2208.59,357
653,20221001,1,5,41979.85,18172.19,558
654,20221001,1,6,31869.23,10433.3,456
655,20221001,2,1,21226.66,7932.2,131
656,20221001,2,2,29164.19,11582.16,944
657,20221001,2,3,59426.7,19037.28,1172
658,20221001,2,4,24647.34,11334.73,1191
659,20221001,2,5,26493.19,10641.9,297
660,20221001,2,6,62452.78,22365.65,621
661,20221001,3,1,21927.82,5690.41,750
662,20221001,3,2,61694.23,13645.98,1135
663,20221001,3,3,46427.11,15786.01,285
664,20221001,3,4,27633.69,8227.24,1058
665,20221001,3,5,28353.02,12388.11,1107
666,20221001,3,6,62020.3,25159.95,325
667,20221001,4,1,46821.89,17259.11,124
668,20221001,4,2,14845.5,5992.79,938
669,20221001,4,3,11310.4,3926.0,278
670,20221001,4,4,44262.36,11254.09,828
671,20221001,4,5,19559.6,5129.34,315
672,20221001,4,6,14231.36,6600.77,911
673,20221001,5,1,69320.97,30459.97,1191
674,20221001,5,2,21767.74,6509.68,262
675,20221001,5,3,69026.94,29063.06,394
676,20221001,5,4,26035.45,8222.23,1045
677,20221001,5,5,69087.73,20746.78,442
678,20221001,5,6,21819.85,10150.06,669
679,20221001,6,1,42568.83,15869.45,388
680,20221001,6,2,39783.57,11103.85,897
681,20221001,6,3,17155.49,6395.46,826
682,20221001,6,4,25209.52,11778.88,1043
683,20221001,6,5,42920.41,18183.13,465
684,20221001,6,6,42488.83,15817.58,556
685,20221001,7,1,55326.09,12938.0,210
686,20221001,7,2,53965.9,25393.56,278
687,20221001,7,3,58803.21,24154.65,944
688,20221001,7,4,52329.49,24555.31,309
689,20221001,7,5,63832.23,27734.4,494
690,20221001,7,6,43569.55,12052.76,949
691,20221001,8,1,14493.78,3583.75,425
692,20221001,8,2,9733.92,2797.1,438
693,20221001,8,3,34868.18,13212.75,1110
694,20221001,8,4,36165.72,10355.66,173
695,20221001,8,5,52901.27,22440.9,318
696,20221001,8,6,40761.83,12646.41,217
697,20221001,9,1,23073.64,10271.73,325
698,20221001,9,2,36393.02,13303.25,678
699,20221001,9,3,43450.26,15660.95,808
700,20221001,9,4,32091.7,11276.07,387
701,20221001,9,5,27831.09,11395.21,636
702,20221001,9,6,31441.48,11311.83,833
703,20221001,10,1,61421.76,25434.39,997
704,20221001,10,2,56229.96,24111.28,958
705,20221001,10,3,9198.36,2048.87,327
706,20221001,10,4,21838.99,9014.35,708
707,20221001,10,5,36429.01,17185.69,309
708,20221001,10,6,19934.06,9184.55,278
709,20221001,11,1,10885.89,2716.07,912
710,20221001,11,2,20526.84,7544.71,1063
711,20221001,11,3,22569.46,7012.69,719
712,20221001,11,4,9290.67,2289.01,340
713,20221001,11,5,36974.79,17511.15,470
714,20221001,11,6,30902.67,7367.73,275
715,20221001,12,1,44300.18,13690.34,985
716,20221001,12,2,21290.28,6563.75,204
717,20221001,12,3,27915.84,8710.12,553
718,20221001,12,4,63733.93,19711.47,787
719,20221001,12,5,31316.37,9191.93,695
720,20221001,12,6,10665.15,3427.16,706
721,20221101,1,1,43067.59,16791.74,744
722,20221101,1,2,49182.61,13371.71,126
723,20221101,1,3,29365.9,8752.2,266
724,20221101,1,4,19224.73,7182.55,393
725,20221101,1,5,36533.59,11841.75,183
726,20221101,1,6,23814.15,8424.18,1153
727,20221101,2,1,61354.43,17438.55,764
728,20221101,2,2,70349.9,23241.43,794
729,20221101,2,3,40610.55,12215.22,101
730,20221101,2,4,46988.75,13157.35,1179
731,20221101,2,5,48048.71,19009.56,795
732,20221101,2,6,34128.28,15163.56,362
733,20221101,3,1,28021.98,6228.22,1027
734,20221101,3,2,63579.07,19189.76,132
735,20221101,3,3,25067.35,8419.68,527
736,20221101,3,4,49095.68,22862.73,1131
737,20221101,3,5,64456.1,19877.76,683
738,20221101,3,6,27666.21,12758.73,494
739,20221101,4,1,32667.37,9640.95,180
740,20221101,4,2,38926.96,15393.47,658
741,20221101,4,3,26162.53,11650.21,733
742,20221101,4,4,49060.75,17559.79,395
743,20221101,4,5,23944.27,8177.99,665
744,20221101,4,6,41186.85,15420.52,1135
745,20221101,5,1,33619.87,15811.63,381
746,20221101,5,2,63258.72,21827.17,391
747,20221101,5,3,51939.31,18322.73,387
748,20221101,5,4,64385.15,23910.43,383
749,20221101,5,5,68641.51,22346.86,141
750,20221101,5,6,12816.82,5857.09,954
751,20221101,6,1,46000.31,19596.52,254
752,20221101,6,2,51119.69,13190.29,656
753,20221101,6,3,52454.2,15516.79,715
754,20221101,6,4,26581.92,7640.29,1100
755,20221101,6,5,51022.88,15152.71,1160
756,20221101,6,6,46422.91,12968.8,250
757,20221101,7,1,15817.28,7153.85,445
758,20221101,7,2,37059.97,9778.76,160
759,20221101,7,3,35729.79,14509.05,780
760,20221101,7,4,19291.31,5299.27,99
761,20221101,7,5,59982.72,24112.0,436
762,20221101,7,6,47893.26,22952.44,949
763,20221101,8,1,46953.86,15749.36,522
764,20221101,8,2,25199.11,8050.53,541
765,20221101,8,3,53122.46,19514.57,1079
766,20221101,8,4,50564.1,15717.79,913
767,20221101,8,5,30227.05,8708.0,853
768,20221101,8,6,39211.08,12312.32,1190
769,20221101,9,1,17761.06,4810.61,712
770,20221101,9,2,25913.46,9868.2,866
771,20221101,9,3,14464.67,4352.66,967
772,20221101,9,4,26771.65,9784.11,1185
773,20221101,9,5,17494.91,7809.85,329
774,20221101,9,6,11839.95,4744.39,299
775,20221101,10,1,63979.38,22174.78,1081
776,20221101,10,2,16820.52,5848.28,1114
777,20221101,10,3,22798.47,10534.77,83
778,20221101,10,4,36032.37,10876.9,1042
779,20221101,10,5,66400.19,31606.38,679
780,20221101,10,6,42350.3,13623.91,241
781,20221101,11,1,53304.01,14392.73,1161
782,20221101,11,2,42265.36,17229.34,850
783,20221101,11,3,55404.96,21501.2,915
784,20221101,11,4,11186.28,4841.57,1040
785,20221101,11,5,36435.42,14986.09,1156
786,20221101,11,6,8269.8,2070.35,699
787,20221101,12,1,67977.13,30149.41,713
788,20221101,12,2,22844.78,6344.84,891
789,20221101,12,3,18911.51,5856.57,984
790,20221101,12,4,23077.58,8592.5,1077
791,20221101,12,5,38403.0,12319.39,1106
792,20221101,12,6,59359.43,27589.47,974
793,20221201,1,1,27406.59,10408.39,811
794,20221201,1,2,15921.87,3921.37,815
795,20221201,1,3,16970.97,6094.84,630
796,20221201,1,4,55149.47,21915.5,855
797,20221201,1,5,34154.67,12811.24,1006
798,20221201,1,6,41967.4,17061.95,287
799,20221201,2,1,35241.59,15550.7,874
800,20221201,2,2,15034.3,4037.77,549
801,20221201,2,3,14465.65,3901.51,740
802,20221201,2,4,44810.08,20417.18,849
803,20221201,2,5,76727.83,21380.64,1032
804,20221201,2,6,44966.75,15624.94,259
805,20221201,3,1,13634.92,5753.21,216
806,20221201,3,2,36670.24,12678.48,844
807,20221201,3,3,16103.11,3880.24,738
808,20221201,3,4,60006.64,15199.19,360
809,20221201,3,5,19607.07,5360.87,154
810,20221201,3,6,64109.66,14214.4,1049
811,20221201,4,1,10800.12,4450.68,276
812,20221201,4,2,22424.81,8637.7,571
813,20221201,4,3,13873.88,3233.73,133
814,20221201,4,4,33501.5,11735.48,531
815,20221201,4,5,60404.12,24324.74,1155
816,20221201,4,6,21509.32,6281.72,145
817,20221201,5,1,15961.52,6597.34,571
818,20221201,5,2,15291.85,6688.92,1003
819,20221201,5,3,51410.39,23636.6,160
820,20221201,5,4,36687.43,11297.45,307
821,20221201,5,5,39795.54,9081.47,218
822,20221201,5,6,28156.38,9743.62,1111
823,20221201,6,1,13078.63,3800.83,1024
824,20221201,6,2,29019.63,11704.4,863
825,20221201,6,3,64070.59,27520.45,354
826,20221201,6,4,51219.99,13547.75,627
827,20221201,6,5,14942.76,5075.29,710
828,20221201,6,6,13496.71,5762.41,976
829,20221201,7,1,69100.11,20567.91,373
830,20221201,7,2,22661.55,8801.59,636
831,20221201,7,3,19989.55,5339.77,726
832,20221201,7,4,23620.46,8118.7,698
833,20221201,7,5,59057.27,13847.54,973
834,20221201,7,6,57347.19,16487.32,642
835,20221201,8,1,45125.64,13446.31,906
836,20221201,8,2,31748.46,11594.58,984
837,20221201,8,3,29034.94,10344.17,81
838,20221201,8,4,31684.67,13420.98,1108
839,20221201,8,5,40581.45,16783.09,336
840,20221201,8,6,53938.24,15770.76,794
841,20221201,9,1,34164.65,11245.93,642
842,20221201,9,2,13284.06,3837.39,569
843,20221201,9,3,27893.56,10289.02,163
844,20221201,9,4,41812.95,19333.17,157
845,20221201,9,5,32139.67,11834.73,908
846,20221201,9,6,47894.3,18425.44,1002
847,20221201,10,1,66324.05,20052.32,307
848,20221201,10,2,37995.61,11345.24,1080
849,20221201,10,3,33426.18,9769.78,646
850,20221201,10,4,37400.36,13616.67,527
851,20221201,10,5,44777.97,14230.03,249
852,20221201,10,6,42694.9,19735.08,190
853,20221201,11,1,29462.58,8474.56,1041
854,20221201,11,2,58680.69,22904.11,731
855,20221201,11,3,12066.01,4647.9,495
856,20221201,11,4,56766.86,22737.41,490
857,20221201,11,5,45999.64,10727.67,444
858,20221201,11,6,13589.11,4215.44,1126
859,20221201,12,1,40776.37,16264.69,643
860,20221201,12,2,50349.39,15557.83,732
861,20221201,12,3,18853.19,4422.77,941
862,20221201,12,4,55719.89,21075.9,783
863,20221201,12,5,54232.94,21497.69,92
864,20221201,12,6,35697.34,8184.11,512
865,20230101,1,1,21825.76,9980.8,104
866,20230101,1,2,35081.13,16070.5,994
867,20230101,1,3,45093.9,12043.93,205
868,20230101,1,4,20620.69,6773.06,1172
869,20230101,1,5,38026.92,15724.33,796
870,20230101,1,6,47049.89,21353.78,183
871,20230101,2,1,54136.37,19794.42,1152
872,20230101,2,2,64464.57,19663.5,216
873,20230101,2,3,21435.75,8466.95,609
874,20230101,2,4,56237.56,18855.3,91
875,20230101,2,5,42631.23,20459.99,1075
876,20230101,2,6,54199.13,18839.69,1084
877,20230101,3,1,68106.26,24876.98,986
878,20230101,3,2,69223.32,18631.41,432
879,20230101,3,3,74273.37,32778.66,248
880,20230101,3,4,72498.79,23173.47,172
881,20230101,3,5,44210.56,14961.64,152
882,20230101,3,6,68523.79,31495.45,685
883,20230101,4,1,24020.4,7383.6,968
884,20230101,4,2,33887.7,7554.58,662
885,20230101,4,3,66883.27,26329.04,573
886,20230101,4,4,11119.99,5048.16,1046
887,20230101,4,5,57130.03,18857.19,662
888,20230101,4,6,75079.79,17182.96,1093
889,20230101,5,1,60185.37,13315.18,606
890,20230101,5,2,79664.33,18602.79,697
891,20230101,5,3,72708.95,32953.72,1030
892,20230101,5,4,83964.11,36611.84,307
893,20230101,5,5,59711.62,16286.66,721
894,20230101,5,6,77271.37,22627.01,720
895,20230101,6,1,44542.12,10628.39,657
896,20230101,6,2,25952.66,11964.64,371
897,20230101,6,3,13912.81,3426.49,335
898,20230101,6,4,20439.45,5529.35,284
899,20230101,6,5,31768.08,9611.22,1178
900,20230101,6,6,48682.04,16909.19,1193
901,20230101,7,1,68857.14,18219.9,941
902,20230101,7,2,35280.81,10282.64,482
903,20230101,7,3,49635.42,21471.33,877
904,20230101,7,4,60354.95,16343.56,546
905,20230101,7,5,70869.24,32009.23,909
906,20230101,7,6,30696.09,13696.99,243
907,20230101,8,1,26969.29,12155.82,187
908,20230101,8,2,43286.27,13042.53,1043
909,20230101,8,3,36763.1,12854.48,518
910,20230101,8,4,11423.5,5244.93,552
911,20230101,8,5,46962.23,19095.6,595
912,20230101,8,6,33218.66,12034.18,358
913,20230101,9,1,37896.81,11883.39,129
914,20230101,9,2,61100.3,26201.23,882
915,20230101,9,3,25150.16,7604.78,377
916,20230101,9,4,63158.35,14540.52,581
917,20230101,9,5,13267.88,4068.99,547
918,20230101,9,6,45569.48,15143.99,407
919,20230101,10,1,46309.62,15099.46,1116
920,20230101,10,2,24748.51,8195.38,775
921,20230101,10,3,33199.32,14728.47,538
922,20230101,10,4,74779.04,31784.69,421
923,20230101,10,5,77231.42,20360.2,810
924,20230101,10,6,67394.66,19593.36,966
925,20230101,11,1,10423.2,4220.54,212
926,20230101,11,2,14537.36,5130.08,1136
927,20230101,11,3,16089.31,4180.67,812
928,20230101,11,4,64756.65,17756.21,1079
929,20230101,11,5,39880.39,14515.4,800
930,20230101,11,6,10256.01,3763.46,339
931,20230101,12,1,36235.28,8476.13,378
932,20230101,12,2,45997.42,16189.25,1119
933,20230101,12,3,14032.56,5156.19,1033
934,20230101,12,4,63706.19,29146.18,493
935,20230101,12,5,13997.03,5618.64,764
936,20230101,12,6,49729.13,16627.23,760
937,20230201,1,1,47275.67,10632.39,86
938,20230201,1,2,26998.01,9022.74,567
939,20230201,1,3,65082.67,29892.45,542
940,20230201,1,4,43577.27,19643.85,1163
941,20230201,1,5,43697.62,20443.4,898
942,20230201,1,6,43749.39,11186.06,207
943,20230201,2,1,60394.67,27508.26,1161
944,20230201,2,2,25897.72,11829.03,94
945,20230201,2,3,61707.23,28765.42,209
946,20230201,2,4,26510.85,10508.36,522
947,20230201,2,5,30997.03,9282.38,1004
948,20230201,2,6,52206.31,13117.28,85
949,20230201,3,1,31853.46,9403.81,211
950,20230201,3,2,51395.31,16002.7,332
951,20230201,3,3,26623.74,11590.22,1068
952,20230201,3,4,13688.68,3184.66,126
953,20230201,3,5,11205.6,3513.6,878
954,20230201,3,6,33629.42,9780.39,794
955,20230201,4,1,53080.4,16684.02,672
956,20230201,4,2,68034.24,24902.63,165
957,20230201,4,3,49328.13,21211.71,348
958,20230201,4,4,80639.17,33629.93,423
959,20230201,4,5,23600.77,9419.29,910
960,20230201,4,6,65484.86,24702.67,543
961,20230201,5,1,65660.96,23797.28,1175
962,20230201,5,2,73828.88,16668.38,264
963,20230201,5,3,38556.84,14709.7,406
964,20230201,5,4,29724.08,8729.67,437
965,20230201,5,5,21298.52,9158.13,963
966,20230201,5,6,14380.85,6233.74,1039
967,20230201,6,1,39742.47,12203.78,366
968,20230201,6,2,30795.6,11156.35,887
969,20230201,6,3,14656.66,6842.58,99
970,20230201,6,4,42812.4,15910.74,152
971,20230201,6,5,65019.04,29555.37,830
972,20230201,6,6,73163.57,19701.69,430
973,20230201,7,1,68284.78,15583.55,337
974,20230201,7,2,30888.36,10889.27,1101
975,20230201,7,3,80641.19,18793.2,178
976,20230201,7,4,14253.17,3674.24,1193
977,20230201,7,5,64637.39,16273.0,1023
978,20230201,7,6,41114.79,13859.9,255
979,20230201,8,1,69514.23,23160.01,826
980,20230201,8,2,21350.2,5369.86,957
981,20230201,8,3,66901.65,30138.57,1190
982,20230201,8,4,15609.06,6177.98,112
983,20230201,8,5,53084.24,17957.18,253
984,20230201,8,6,17311.51,6400.01,98
985,20230201,9,1,38632.61,17764.68,919
986,20230201,9,2,38307.74,15616.0,279
987,20230201,9,3,35720.29,15377.74,933
988,20230201,9,4,23738.02,7758.97,1187
989,20230201,9,5,36661.37,9675.62,430
990,20230201,9,6,47644.03,17579.0,1122
991,20230201,10,1,65571.53,16336.36,1196
992,20230201,10,2,37623.89,12552.04,861
993,20230201,10,3,58635.49,17222.77,393
994,20230201,10,4,24511.29,9756.72,980
995,20230201,10,5,28464.08,6984.63,743
996,20230201,10,6,14181.22,5084.82,1004
997,20230201,11,1,33570.61,14632.81,870
998,20230201,11,2,70446.79,29956.97,1151
999,20230201,11,3,52418.88,17683.61,1058
1000,20230201,11,4,52369.7,18160.59,811
1001,20230201,11,5,12839.04,3374.23,605
1002,20230201,11,6,36579.09,10397.76,731
1003,20230201,12,1,56691.73,24038.47,428
1004,20230201,12,2,12846.88,2847.22,1079
1005,20230201,12,3,84859.36,18721.09,1051
1006,20230201,12,4,20666.65,5291.6,274
1007,20230201,12,5,72159.81,17841.32,1138
1008,20230201,12,6,72173.39,22116.03,711
1009,20230301,1,1,15638.53,3514.22,438
1010,20230301,1,2,32988.48,11088.64,110
1011,20230301,1,3,72618.01,30402.04,698
1012,20230301,1,4,46117.67,15230.34,625
1013,20230301,1,5,55391.06,13107.89,115
1014,20230301,1,6,29111.44,7651.02,914
1015,20230301,2,1,35183.08,15939.81,168
1016,20230301,2,2,93476.13,27518.48,523
1017,20230301,2,3,95463.96,27026.35,530
1018,20230301,2,4,82135.48,19797.87,164
1019,20230301,2,5,94730.78,36150.78,991
1020,20230301,2,6,84214.74,20136.31,441
1021,20230301,3,1,81678.06,38174.93,640
1022,20230301,3,2,46087.52,17910.08,469
1023,20230301,3,3,79436.39,29197.33,886
1024,20230301,3,4,73433.03,33604.13,959
1025,20230301,3,5,59844.3,24554.91,1034
1026,20230301,3,6,19102.02,4350.63,112
1027,20230301,4,1,48969.33,19200.54,439
1028,20230301,4,2,43132.88,15353.16,299
1029,20230301,4,3,52026.78,18378.33,315
1030,20230301,4,4,14555.55,6549.1,862
1031,20230301,4,5,55488.57,15248.53,1003
1032,20230301,4,6,73952.96,31606.02,578
1033,20230301,5,1,27977.05,11583.6,360
1034,20230301,5,2,91469.48,32109.05,449
1035,20230301,5,3,36456.58,15057.19,732
1036,20230301,5,4,93099.49,25122.07,829
1037,20230301,5,5,63482.87,18356.02,1163
1038,20230301,5,6,17665.4,6209.85,1089
1039,20230301,6,1,51150.0,23323.6,710
1040,20230301,6,2,37013.07,8631.67,300
1041,20230301,6,3,75602.43,34014.88,185
1042,20230301,6,4,20522.38,8205.09,1130
1043,20230301,6,5,50269.84,19813.93,174
1044,20230301,6,6,43035.1,10602.18,1144
1045,20230301,7,1,14123.74,5947.25,869
1046,20230301,7,2,37637.8,14849.98,649
1047,20230301,7,3,61237.5,20837.37,1110
1048,20230301,7,4,17757.83,4178.92,650
1049,20230301,7,5,31243.12,8180.77,1193
1050,20230301,7,6,40134.87,16397.05,1129
1051,20230301,8,1,21293.29,8504.66,1138
1052,20230301,8,2,23377.92,5268.43,1065
1053,20230301,8,3,56233.52,26934.5,600
1054,20230301,8,4,22166.96,7182.75,1089
1055,20230301,8,5,58065.14,21875.38,255
1056,20230301,8,6,20187.63,9023.77,1042
1057,20230301,9,1,55293.67,20020.16,651
1058,20230301,9,2,56480.67,22079.74,167
1059,20230301,9,3,15023.42,5322.7,378
1060,20230301,9,4,33374.16,12768.2,277
1061,20230301,9,5,52384.36,24450.68,747
1062,20230301,9,6,53097.85,19230.42,673
1063,20230301,10,1,45361.83,16606.17,835
1064,20230301,10,2,81840.81,24609.36,753
1065,20230301,10,3,33469.7,11624.96,417
1066,20230301,10,4,39947.73,8904.46,289
1067,20230301,10,5,62115.16,23373.43,599
1068,20230301,10,6,78830.79,28929.73,727
1069,20230301,11,1,42449.72,15006.61,1125
1070,20230301,11,2,36678.14,15487.48,860
1071,20230301,11,3,25441.62,12122.23,1114
1072,20230301,11,4,54170.32,15944.5,410
1073,20230301,11,5,23203.41,7539.33,799
1074,20230301,11,6,50169.27,16411.51,1180
1075,20230301,12,1,77246.62,35542.74,966
1076,20230301,12,2,73999.31,25022.41,457
1077,20230301,12,3,15995.69,3731.1,335
1078,20230301,12,4,60777.5,17429.69,783
1079,20230301,12,5,88305.28,26984.09,1193
1080,20230301,12,6,66361.05,19433.87,106
1081,20230401,1,1,33052.63,12606.16,480
1082,20230401,1,2,64083.21,17146.41,432
1083,20230401,1,3,18583.58,8828.2,1195
1084,20230401,1,4,20209.51,7379.2,787
1085,20230401,1,5,40926.97,16803.26,945
1086,20230401,1,6,71313.03,30304.92,1133
1087,20230401,2,1,70755.03,28007.98,790
1088,20230401,2,2,46293.29,20462.34,1128
1089,20230401,2,3,22376.57,7740.17,932
1090,20230401,2,4,16293.17,3949.65,132
1091,20230401,2,5,76875.64,24599.83,447
1092,20230401,2,6,97132.74,46012.18,222
1093,20230401,3,1,54943.02,17005.46,122
1094,20230401,3,2,13487.29,6040.06,394
1095,20230401,3,3,78395.42,27146.6,654
1096,20230401,3,4,23597.09,7343.16,679
1097,20230401,3,5,31063.88,9390.82,1079
1098,20230401,3,6,19781.5,7243.23,121
1099,20230401,4,1,72709.85,30939.55,778
1100,20230401,4,2,28855.06,12205.48,370
1101,20230401,4,3,43087.95,17504.93,500
1102,20230401,4,4,30792.71,7459.71,274
1103,20230401,4,5,67974.67,25229.43,436
1104,20230401,4,6,24803.31,11162.29,270
1105,20230401,5,1,65270.94,29891.64,538
1106,20230401,5,2,21582.33,8812.47,260
1107,20230401,5,3,52087.41,11484.79,692
1108,20230401,5,4,82329.33,26052.47,325
1109,20230401,5,5,42482.35,20287.55,545
1110,20230401,5,6,87370.84,19571.33,912
1111,20230401,6,1,76969.27,19586.59,270
1112,20230401,6,2,78699.32,24143.77,352
1113,20230401,6,3,58600.91,20841.98,1007
1114,20230401,6,4,45000.53,15961.76,608
1115,20230401,6,5,19528.05,7051.16,492
1116,20230401,6,6,55923.77,25888.67,837
1117,20230401,7,1,19798.68,7597.42,643
1118,20230401,7,2,56649.92,25407.93,790
1119,20230401,7,3,67350.84,22142.41,626
1120,20230401,7,4,59984.6,17090.5,1052
1121,20230401,7,5,17031.77,6705.58,414
1122,20230401,7,6,29191.18,13941.88,863
1123,20230401,8,1,50034.17,20313.97,950
1124,20230401,8,2,35428.51,11216.17,526
1125,20230401,8,3,31483.42,10493.21,516
1126,20230401,8,4,30239.13,8359.73,304
1127,20230401,8,5,44354.3,14937.85,1151
1128,20230401,8,6,70297.3,29464.32,1188
1129,20230401,9,1,40661.92,12365.25,1003
1130,20230401,9,2,61912.09,25119.23,325
1131,20230401,9,3,45021.07,9970.28,113
1132,20230401,9,4,42211.1,19764.15,470
1133,20230401,9,5,63849.04,24089.44,1191
1134,20230401,9,6,20199.0,4602.04,1001
1135,20230401,10,1,73555.69,28200.2,167
1136,20230401,10,2,61954.37,15406.64,283
1137,20230401,10,3,22488.53,5237.15,1200
1138,20230401,10,4,41796.56,9420.97,267
1139,20230401,10,5,69313.21,22494.52,750
1140,20230401,10,6,52286.98,17746.45,245
1141,20230401,11,1,76776.89,32165.19,1009
1142,20230401,11,2,64571.02,20291.52,701
1143,20230401,11,3,49869.63,12082.22,726
1144,20230401,11,4,30202.0,14453.55,1140
1145,20230401,11,5,62243.53,15224.87,500
1146,20230401,11,6,56721.47,14214.94,568
1147,20230401,12,1,86662.02,25701.44,776
1148,20230401,12,2,28986.64,10149.72,316
1149,20230401,12,3,22817.6,9246.33,305
1150,20230401,12,4,66287.35,29217.92,656
1151,20230401,12,5,71890.84,18695.36,697
1152,20230401,12,6,62573.67,30033.01,334
1153,20230501,1,1,26748.8,12255.84,855
1154,20230501,1,2,26360.73,11627.68,177
1155,20230501,1,3,35006.62,11655.42,748
1156,20230501,1,4,13483.12,5969.27,640
1157,20230501,1,5,47238.76,21547.96,935
1158,20230501,1,6,42345.07,20079.1,971
1159,20230501,2,1,65070.94,30872.77,1166
1160,20230501,2,2,94883.5,25209.85,580
1161,20230501,2,3,47408.96,10833.93,1140
1162,20230501,2,4,41340.47,10774.26,382
1163,20230501,2,5,45299.04,16146.67,161
1164,20230501,2,6,64630.7,16378.19,531
1165,20230501,3,1,15473.0,4889.67,204
1166,20230501,3,2,19533.18,7646.85,255
1167,20230501,3,3,22742.87,6399.55,427
1168,20230501,3,4,55883.92,13334.0,789
1169,20230501,3,5,16730.18,4254.6,125
1170,20230501,3,6,14342.15,3602.56,886
1171,20230501,4,1,77302.43,17960.57,89
1172,20230501,4,2,29832.57,8446.65,406
1173,20230501,4,3,74173.26,32813.92,1150
1174,20230501,4,4,83420.34,32400.74,966
1175,20230501,4,5,16071.46,6560.28,808
1176,20230501,4,6,34648.38,8684.58,141
1177,20230501,5,1,23538.18,9976.18,108
1178,20230501,5,2,48674.18,20999.79,466
1179,20230501,5,3,52804.17,21126.15,612
1180,20230501,5,4,25863.63,11607.34,335
1181,20230501,5,5,76536.36,30545.35,905
1182,20230501,5,6,26679.45,12181.87,177
1183,20230501,6,1,55475.56,15286.31,621
1184,20230501,6,2,48452.02,21658.01,1192
1185,20230501,6,3,82360.14,18367.84,121
1186,20230501,6,4,30112.27,12705.39,929
1187,20230501,6,5,34781.33,14515.6,990
1188,20230501,6,6,75889.19,25240.23,1118
1189,20230501,7,1,13349.38,6239.14,123
1190,20230501,7,2,49435.85,14662.2,327
1191,20230501,7,3,78132.67,31801.37,1188
1192,20230501,7,4,70060.17,21631.66,266
1193,20230501,7,5,64579.89,15454.75,286
1194,20230501,7,6,39504.47,10897.94,164
1195,20230501,8,1,71419.01,21305.03,650
1196,20230501,8,2,46684.41,10580.16,761
1197,20230501,8,3,21535.34,9503.57,588
1198,20230501,8,4,24134.17,9624.84,1029
1199,20230501,8,5,24537.49,10072.24,294
1200,20230501,8,6,40910.05,18565.35,1022
1201,20230501,9,1,25746.11,7745.19,683
1202,20230501,9,2,48203.17,22094.35,1191
1203,20230501,9,3,44516.99,12821.1,773
1204,20230501,9,4,57974.03,24448.34,826
1205,20230501,9,5,18286.22,6803.93,176
1206,20230501,9,6,33659.11,15657.07,818
1207,20230501,10,1,50224.57,19473.63,1181
1208,20230501,10,2,52094.11,13027.05,132
1209,20230501,10,3,24658.24,7467.58,154
1210,20230501,10,4,40625.45,19477.52,771
1211,20230501,10,5,14471.67,5837.51,1116
1212,20230501,10,6,15010.85,6641.88,180
1213,20230501,11,1,51211.14,16577.75,889
1214,20230501,11,2,54620.83,13448.83,306
1215,20230501,11,3,67910.87,29433.96,483
1216,20230501,11,4,28423.39,9594.92,530
1217,20230501,11,5,57561.48,19053.85,195
1218,20230501,11,6,73280.41,32036.7,502
1219,20230501,12,1,79090.08,32266.67,1075
1220,20230501,12,2,66895.65,17666.57,723
1221,20230501,12,3,79711.08,31824.7,1090
1222,20230501,12,4,43995.37,11627.77,462
1223,20230501,12,5,37557.84,16465.0,265
1224,20230501,12,6,24226.78,6579.23,172
1225,20230601,1,1,40042.13,12604.15,713
1226,20230601,1,2,60823.9,24342.09,746
1227,20230601,1,3,22426.93,8734.43,534
1228,20230601,1,4,9565.91,3392.83,651
1229,20230601,1,5,41847.07,15666.8,961
1230,20230601,1,6,20712.87,8582.94,263
1231,20230601,2,1,19283.02,8222.1,409
1232,20230601,2,2,90598.48,36961.56,578
1233,20230601,2,3,33065.3,7536.89,795
1234,20230601,2,4,21896.53,8830.47,549
1235,20230601,2,5,87945.52,39809.49,295
1236,20230601,2,6,64197.6,22465.12,1119
1237,20230601,3,1,11739.66,3207.96,833
1238,20230601,3,2,26691.94,11625.87,623
1239,20230601,3,3,80380.56,23382.52,1174
1240,20230601,3,4,31626.75,14430.12,282
1241,20230601,3,5,42853.69,15065.95,210
1242,20230601,3,6,77254.21,30450.33,724
