DateKey,CurrencyCode,RateToEUR,RateToPLN
20221224,PLN,0.225235,1.000001
20221224,USD,1.024659,4.549292
20221224,GBP,1.156103,5.132878
20221224,SEK,0.093378,0.414581
20221225,EUR,1.0,4.438686
20221225,PLN,0.225292,1.000001
20221225,USD,1.024197,4.546089
20221225,GBP,1.156433,5.133043
20221225,SEK,0.093433,0.41472
20221226,EUR,1.0,4.437576
20221226,PLN,0.225348,0.999999
20221226,USD,1.023721,4.54284
20221226,GBP,1.156763,5.133224
20221226,SEK,0.093488,0.41486
20221227,EUR,1.0,4.43648
20221227,PLN,0.225404,1.0
20221227,USD,1.023229,4.539535
20221227,GBP,1.157095,5.133428
20221227,SEK,0.093543,0.415002
20221228,EUR,1.0,4.435397
20221228,PLN,0.225459,1.0
20221228,USD,1.022722,4.536178
20221228,GBP,1.157426,5.133644
20221228,SEK,0.093598,0.415144
20221229,EUR,1.0,4.434329
20221229,PLN,0.225513,0.999999
20221229,USD,1.0222,4.532771
20221229,GBP,1.157758,5.13388
20221229,SEK,0.093653,0.415288
20221230,EUR,1.0,4.433275
20221230,PLN,0.225567,1.000001
20221230,USD,1.021664,4.529318
20221230,GBP,1.158091,5.134136
20221230,SEK,0.093707,0.415429
20221231,EUR,1.0,4.432236
20221231,PLN,0.22562,1.000001
20221231,USD,1.021113,4.525813
20221231,GBP,1.158424,5.134408
20221231,SEK,0.093761,0.415571
20230101,EUR,1.0,4.431211
20230101,PLN,0.225672,1.0
20230101,USD,1.020547,4.522259
20230101,GBP,1.158758,5.134701
20230101,SEK,0.093815,0.415714
20230102,EUR,1.0,4.4302
20230102,PLN,0.225723,0.999998
20230102,USD,1.019968,4.518662
20230102,GBP,1.159092,5.13501
20230102,SEK,0.093869,0.415858
20230103,EUR,1.0,4.429205
20230103,PLN,0.225774,0.999999
20230103,USD,1.019374,4.515016
20230103,GBP,1.159427,5.135339
20230103,SEK,0.093922,0.416
20230104,EUR,1.0,4.428224
20230104,PLN,0.225824,0.999999
20230104,USD,1.018766,4.511324
20230104,GBP,1.159762,5.135686
20230104,SEK,0.093976,0.416147
20230105,EUR,1.0,4.427258
20230105,PLN,0.225873,0.999998
20230105,USD,1.018145,4.507591
20230105,GBP,1.160098,5.136054
20230105,SEK,0.094029,0.416291
20230106,EUR,1.0,4.426308
20230106,PLN,0.225922,1.0
20230106,USD,1.017509,4.503808
20230106,GBP,1.160434,5.136438
20230106,SEK,0.094081,0.416431
20230107,EUR,1.0,4.425373
20230107,PLN,0.22597,1.000001
20230107,USD,1.016861,4.499989
20230107,GBP,1.16077,5.13684
20230107,SEK,0.094134,0.416578
20230108,EUR,1.0,4.424453
20230108,PLN,0.226017,1.000002
20230108,USD,1.016199,4.496125
20230108,GBP,1.161107,5.137263
20230108,SEK,0.094186,0.416722
20230109,EUR,1.0,4.423549
20230109,PLN,0.226063,1.000001
20230109,USD,1.015525,4.492224
20230109,GBP,1.161443,5.1377
20230109,SEK,0.094238,0.416866
20230110,EUR,1.0,4.42266
20230110,PLN,0.226108,0.999999
20230110,USD,1.014837,4.488279
20230110,GBP,1.161781,5.138162
20230110,SEK,0.094289,0.417008
20230111,EUR,1.0,4.421787
20230111,PLN,0.226153,1.0
20230111,USD,1.014137,4.484298
20230111,GBP,1.162118,5.138638
20230111,SEK,0.09434,0.417151
20230112,EUR,1.0,4.42093
20230112,PLN,0.226197,1.000001
20230112,USD,1.013424,4.480277
20230112,GBP,1.162456,5.139137
20230112,SEK,0.094391,0.417296
20230113,EUR,1.0,4.420089
20230113,PLN,0.22624,1.000001
20230113,USD,1.012699,4.476219
20230113,GBP,1.162794,5.139653
20230113,SEK,0.094442,0.417442
20230114,EUR,1.0,4.419264
20230114,PLN,0.226282,1.0
20230114,USD,1.011963,4.472131
20230114,GBP,1.163132,5.140187
20230114,SEK,0.094492,0.417585
20230115,EUR,1.0,4.418455
20230115,PLN,0.226323,0.999998
20230115,USD,1.011214,4.468003
20230115,GBP,1.16347,5.140739
20230115,SEK,0.094542,0.41773
20230116,EUR,1.0,4.417662
20230116,PLN,0.226364,1.0
20230116,USD,1.010454,4.463844
20230116,GBP,1.163809,5.141315
20230116,SEK,0.094592,0.417875
20230117,EUR,1.0,4.416885
20230117,PLN,0.226404,1.000001
20230117,USD,1.009682,4.45965
20230117,GBP,1.164147,5.141904
20230117,SEK,0.094642,0.418023
20230118,EUR,1.0,4.416125
20230118,PLN,0.226443,1.000001
20230118,USD,1.008899,4.455425
20230118,GBP,1.164486,5.142516
20230118,SEK,0.094691,0.418167
20230119,EUR,1.0,4.415382
20230119,PLN,0.226481,1.0
20230119,USD,1.008105,4.451169
20230119,GBP,1.164825,5.143147
20230119,SEK,0.094739,0.418309
20230120,EUR,1.0,4.414655
20230120,PLN,0.226518,0.999999
20230120,USD,1.0073,4.446882
20230120,GBP,1.165163,5.143793
20230120,SEK,0.094788,0.418456
20230121,EUR,1.0,4.413945
20230121,PLN,0.226555,1.000001
20230121,USD,1.006485,4.442569
20230121,GBP,1.165502,5.144462
20230121,SEK,0.094836,0.418601
20230122,EUR,1.0,4.413252
20230122,PLN,0.22659,0.999999
20230122,USD,1.005659,4.438226
20230122,GBP,1.165841,5.14515
20230122,SEK,0.094883,0.418743
20230123,EUR,1.0,4.412575
20230123,PLN,0.226625,1.0
20230123,USD,1.004824,4.433861
20230123,GBP,1.16618,5.145857
20230123,SEK,0.09493,0.418886
20230124,EUR,1.0,4.411916
20230124,PLN,0.226659,1.0
20230124,USD,1.003978,4.429466
20230124,GBP,1.166519,5.146583
20230124,SEK,0.094977,0.419031
20230125,EUR,1.0,4.411273
20230125,PLN,0.226692,1.0
20230125,USD,1.003123,4.42505
20230125,GBP,1.166857,5.147325
20230125,SEK,0.095024,0.419177
20230126,EUR,1.0,4.410648
20230126,PLN,0.226724,1.0
20230126,USD,1.002258,4.420607
20230126,GBP,1.167196,5.14809
20230126,SEK,0.09507,0.41932
20230127,EUR,1.0,4.41004
20230127,PLN,0.226755,0.999999
20230127,USD,1.001384,4.416143
20230127,GBP,1.167535,5.148876
20230127,SEK,0.095116,0.419465
20230128,EUR,1.0,4.409449
20230128,PLN,0.226786,1.000001
20230128,USD,1.000502,4.411662
20230128,GBP,1.167873,5.149676
20230128,SEK,0.095161,0.419608
20230129,EUR,1.0,4.408875
20230129,PLN,0.226815,0.999999
20230129,USD,0.99961,4.407156
20230129,GBP,1.168211,5.150497
20230129,SEK,0.095206,0.419751
20230130,EUR,1.0,4.408319
20230130,PLN,0.226844,1.000001
20230130,USD,0.99871,4.402633
20230130,GBP,1.168549,5.151337
20230130,SEK,0.095251,0.419897
20230131,EUR,1.0,4.407781
20230131,PLN,0.226872,1.000002
20230131,USD,0.997802,4.398092
20230131,GBP,1.168887,5.152198
20230131,SEK,0.095295,0.420039
20230201,EUR,1.0,4.40726
20230201,PLN,0.226898,0.999998
20230201,USD,0.996885,4.393531
20230201,GBP,1.169225,5.153078
20230201,SEK,0.095338,0.420179
20230202,EUR,1.0,4.406756
20230202,PLN,0.226924,0.999999
20230202,USD,0.995961,4.388957
20230202,GBP,1.169562,5.153975
20230202,SEK,0.095382,0.420325
20230203,EUR,1.0,4.406271
20230203,PLN,0.226949,0.999999
20230203,USD,0.995029,4.384367
20230203,GBP,1.169899,5.154892
20230203,SEK,0.095424,0.420464
20230204,EUR,1.0,4.405803
20230204,PLN,0.226973,0.999998
20230204,USD,0.99409,4.379764
20230204,GBP,1.170236,5.155829
20230204,SEK,0.095467,0.420609
20230205,EUR,1.0,4.405352
20230205,PLN,0.226997,1.000002
20230205,USD,0.993144,4.375149
20230205,GBP,1.170572,5.156782
20230205,SEK,0.095509,0.420751
20230206,EUR,1.0,4.40492
20230206,PLN,0.227019,1.000001
20230206,USD,0.992191,4.370522
20230206,GBP,1.170908,5.157756
20230206,SEK,0.09555,0.42089
20230207,EUR,1.0,4.404506
20230207,PLN,0.22704,0.999999
20230207,USD,0.991231,4.365883
20230207,GBP,1.171244,5.158751
20230207,SEK,0.095591,0.421031
20230208,EUR,1.0,4.404109
20230208,PLN,0.227061,1.000001
20230208,USD,0.990265,4.361235
20230208,GBP,1.171579,5.159762
20230208,SEK,0.095632,0.421174
20230209,EUR,1.0,4.403731
20230209,PLN,0.22708,0.999999
20230209,USD,0.989293,4.35658
20230209,GBP,1.171914,5.160794
20230209,SEK,0.095672,0.421314
20230210,EUR,1.0,4.40337
20230210,PLN,0.227099,1.000001
20230210,USD,0.988315,4.351917
20230210,GBP,1.172249,5.161847
20230210,SEK,0.095712,0.421455
20230211,EUR,1.0,4.403028
20230211,PLN,0.227116,0.999998
20230211,USD,0.987331,4.347246
20230211,GBP,1.172583,5.162916
20230211,SEK,0.095751,0.421594
20230212,EUR,1.0,4.402704
20230212,PLN,0.227133,0.999999
20230212,USD,0.986342,4.342572
20230212,GBP,1.172916,5.164002
20230212,SEK,0.09579,0.421735
20230213,EUR,1.0,4.402398
20230213,PLN,0.227149,1.0
20230213,USD,0.985347,4.33789
20230213,GBP,1.173249,5.165109
20230213,SEK,0.095828,0.421873
20230214,EUR,1.0,4.40211
20230214,PLN,0.227164,1.000001
20230214,USD,0.984348,4.333209
20230214,GBP,1.173582,5.166238
20230214,SEK,0.095866,0.422013
20230215,EUR,1.0,4.401841
20230215,PLN,0.227178,1.000001
20230215,USD,0.983344,4.328524
20230215,GBP,1.173914,5.167383
20230215,SEK,0.095903,0.42215
20230216,EUR,1.0,4.40159
20230216,PLN,0.227191,1.000002
20230216,USD,0.982335,4.323836
20230216,GBP,1.174245,5.168545
20230216,SEK,0.09594,0.422289
20230217,EUR,1.0,4.401357
20230217,PLN,0.227203,1.000002
20230217,USD,0.981323,4.319153
20230217,GBP,1.174576,5.169728
20230217,SEK,0.095976,0.422425
20230218,EUR,1.0,4.401142
20230218,PLN,0.227214,1.000001
20230218,USD,0.980306,4.314466
20230218,GBP,1.174906,5.170929
20230218,SEK,0.096012,0.422562
20230219,EUR,1.0,4.400946
20230219,PLN,0.227224,1.000001
20230219,USD,0.979285,4.309781
20230219,GBP,1.175235,5.172146
20230219,SEK,0.096047,0.422698
20230220,EUR,1.0,4.400769
20230220,PLN,0.227233,1.0
20230220,USD,0.978261,4.3051
20230220,GBP,1.175564,5.173385
20230220,SEK,0.096082,0.422835
20230221,EUR,1.0,4.400609
20230221,PLN,0.227241,0.999999
20230221,USD,0.977234,4.300425
20230221,GBP,1.175891,5.174637
20230221,SEK,0.096116,0.422969
20230222,EUR,1.0,4.400468
20230222,PLN,0.227249,1.000002
20230222,USD,0.976204,4.295755
20230222,GBP,1.176219,5.175915
20230222,SEK,0.09615,0.423105
20230223,EUR,1.0,4.400346
20230223,PLN,0.227255,1.000001
20230223,USD,0.975171,4.29109
20230223,GBP,1.176545,5.177205
20230223,SEK,0.096183,0.423238
20230224,EUR,1.0,4.400242
20230224,PLN,0.22726,0.999999
20230224,USD,0.974135,4.28643
20230224,GBP,1.176871,5.178517
20230224,SEK,0.096215,0.423369
20230225,EUR,1.0,4.400157
20230225,PLN,0.227265,1.000002
20230225,USD,0.973097,4.281779
20230225,GBP,1.177196,5.179847
20230225,SEK,0.096247,0.423502
20230226,EUR,1.0,4.40009
20230226,PLN,0.227268,1.0
20230226,USD,0.972057,4.277138
20230226,GBP,1.17752,5.181194
20230226,SEK,0.096279,0.423636
20230227,EUR,1.0,4.400041
20230227,PLN,0.227271,1.000002
20230227,USD,0.971015,4.272506
20230227,GBP,1.177843,5.182558
20230227,SEK,0.09631,0.423768
20230228,EUR,1.0,4.400012
20230228,PLN,0.227272,0.999999
20230228,USD,0.969971,4.267884
20230228,GBP,1.178165,5.18394
20230228,SEK,0.09634,0.423897
20230301,EUR,1.0,4.4
20230301,PLN,0.227273,1.000001
20230301,USD,0.968926,4.263275
20230301,GBP,1.178486,5.185339
20230301,SEK,0.09637,0.424028
20230302,EUR,1.0,4.400007
20230302,PLN,0.227272,0.999998
20230302,USD,0.96788,4.258679
20230302,GBP,1.178807,5.186759
20230302,SEK,0.096399,0.424156
20230303,EUR,1.0,4.400033
20230303,PLN,0.227271,1.0
20230303,USD,0.966833,4.254097
20230303,GBP,1.179126,5.188193
20230303,SEK,0.096428,0.424286
20230304,EUR,1.0,4.400077
20230304,PLN,0.227269,1.000001
20230304,USD,0.965785,4.249528
20230304,GBP,1.179445,5.189649
20230304,SEK,0.096456,0.424414
20230305,EUR,1.0,4.40014
20230305,PLN,0.227266,1.000002
20230305,USD,0.964737,4.244978
20230305,GBP,1.179762,5.191118
20230305,SEK,0.096484,0.424543
20230306,EUR,1.0,4.400221
20230306,PLN,0.227261,0.999999
20230306,USD,0.963688,4.24044
20230306,GBP,1.180079,5.192608
20230306,SEK,0.096511,0.42467
20230307,EUR,1.0,4.400321
20230307,PLN,0.227256,0.999999
20230307,USD,0.962639,4.23592
20230307,GBP,1.180394,5.194112
20230307,SEK,0.096537,0.424794
20230308,EUR,1.0,4.400439
20230308,PLN,0.22725,1.0
20230308,USD,0.961591,4.231422
20230308,GBP,1.180709,5.195638
20230308,SEK,0.096563,0.42492
20230309,EUR,1.0,4.400575
20230309,PLN,0.227243,1.0
20230309,USD,0.960543,4.226942
20230309,GBP,1.181022,5.197176
20230309,SEK,0.096588,0.425043
20230310,EUR,1.0,4.40073
20230310,PLN,0.227235,1.0
20230310,USD,0.959495,4.222479
20230310,GBP,1.181334,5.198732
20230310,SEK,0.096613,0.425168
20230311,EUR,1.0,4.400904
20230311,PLN,0.227226,1.0
20230311,USD,0.958449,4.218042
20230311,GBP,1.181645,5.200306
20230311,SEK,0.096637,0.42529
20230312,EUR,1.0,4.401096
20230312,PLN,0.227216,0.999999
20230312,USD,0.957403,4.213622
20230312,GBP,1.181955,5.201897
20230312,SEK,0.096661,0.425414
20230313,EUR,1.0,4.401306
20230313,PLN,0.227205,0.999999
20230313,USD,0.956358,4.209224
20230313,GBP,1.182263,5.203501
20230313,SEK,0.096684,0.425536
20230314,EUR,1.0,4.401535
20230314,PLN,0.227193,0.999998
20230314,USD,0.955315,4.204852
20230314,GBP,1.182571,5.205127
20230314,SEK,0.096706,0.425655
20230315,EUR,1.0,4.401782
20230315,PLN,0.227181,1.000001
20230315,USD,0.954274,4.200506
20230315,GBP,1.182877,5.206766
20230315,SEK,0.096728,0.425776
20230316,EUR,1.0,4.402047
20230316,PLN,0.227167,1.0
20230316,USD,0.953235,4.196185
20230316,GBP,1.183182,5.208423
20230316,SEK,0.096749,0.425894
20230317,EUR,1.0,4.40233
20230317,PLN,0.227152,0.999998
20230317,USD,0.952197,4.191886
20230317,GBP,1.183486,5.210096
20230317,SEK,0.096769,0.426009
20230318,EUR,1.0,4.402632
20230318,PLN,0.227137,1.000001
20230318,USD,0.951162,4.187616
20230318,GBP,1.183788,5.211783
20230318,SEK,0.096789,0.426126
20230319,EUR,1.0,4.402952
20230319,PLN,0.22712,0.999998
20230319,USD,0.95013,4.183377
20230319,GBP,1.184089,5.213487
20230319,SEK,0.096808,0.426241
20230320,EUR,1.0,4.40329
20230320,PLN,0.227103,1.0
20230320,USD,0.9491,4.179163
20230320,GBP,1.184389,5.215208
20230320,SEK,0.096827,0.426357
20230321,EUR,1.0,4.403646
20230321,PLN,0.227085,1.000002
20230321,USD,0.948073,4.174978
20230321,GBP,1.184687,5.216943
20230321,SEK,0.096845,0.426471
20230322,EUR,1.0,4.404021
20230322,PLN,0.227065,0.999999
20230322,USD,0.947049,4.170823
20230322,GBP,1.184984,5.218694
20230322,SEK,0.096862,0.426582
20230323,EUR,1.0,4.404413
20230323,PLN,0.227045,1.0
20230323,USD,0.946029,4.166702
20230323,GBP,1.185279,5.220458
20230323,SEK,0.096879,0.426695
20230324,EUR,1.0,4.404823
20230324,PLN,0.227024,1.000001
20230324,USD,0.945012,4.162611
20230324,GBP,1.185573,5.222239
20230324,SEK,0.096895,0.426805
20230325,EUR,1.0,4.405251
20230325,PLN,0.227002,1.000001
20230325,USD,0.943998,4.158549
20230325,GBP,1.185866,5.224038
20230325,SEK,0.09691,0.426913
20230326,EUR,1.0,4.405697
20230326,PLN,0.226979,1.000001
20230326,USD,0.942989,4.154524
20230326,GBP,1.186157,5.225849
20230326,SEK,0.096925,0.427022
20230327,EUR,1.0,4.406161
20230327,PLN,0.226955,1.0
20230327,USD,0.941983,4.150529
20230327,GBP,1.186446,5.227673
20230327,SEK,0.096939,0.427129
20230328,EUR,1.0,4.406643
20230328,PLN,0.22693,0.999999
20230328,USD,0.940982,4.146572
20230328,GBP,1.186734,5.229513
20230328,SEK,0.096953,0.427237
20230329,EUR,1.0,4.407142
20230329,PLN,0.226904,0.999998
20230329,USD,0.939985,4.142648
20230329,GBP,1.187021,5.231371
20230329,SEK,0.096966,0.427343
20230330,EUR,1.0,4.407659
20230330,PLN,0.226878,1.000001
20230330,USD,0.938993,4.138761
20230330,GBP,1.187306,5.23324
20230330,SEK,0.096978,0.427446
20230331,EUR,1.0,4.408194
20230331,PLN,0.22685,0.999999
20230331,USD,0.938006,4.134912
20230331,GBP,1.187589,5.235123
20230331,SEK,0.09699,0.427551
20230401,EUR,1.0,4.408746
20230401,PLN,0.226822,1.000001
20230401,USD,0.937023,4.131096
20230401,GBP,1.18787,5.237017
20230401,SEK,0.097001,0.427653
20230402,EUR,1.0,4.409315
20230402,PLN,0.226793,1.000002
20230402,USD,0.936046,4.127322
20230402,GBP,1.18815,5.238928
20230402,SEK,0.097011,0.427752
20230403,EUR,1.0,4.409902
20230403,PLN,0.226762,0.999998
20230403,USD,0.935074,4.123585
20230403,GBP,1.188429,5.240856
20230403,SEK,0.097021,0.427853
20230404,EUR,1.0,4.410506
20230404,PLN,0.226731,0.999999
20230404,USD,0.934107,4.119885
20230404,GBP,1.188705,5.242791
20230404,SEK,0.09703,0.427951
20230405,EUR,1.0,4.411128
20230405,PLN,0.226699,0.999998
20230405,USD,0.933146,4.116226
20230405,GBP,1.18898,5.244743
20230405,SEK,0.097038,0.428047
20230406,EUR,1.0,4.411766
20230406,PLN,0.226667,1.000002
20230406,USD,0.932191,4.112609
20230406,GBP,1.189253,5.246706
20230406,SEK,0.097046,0.428144
20230407,EUR,1.0,4.412422
20230407,PLN,0.226633,1.0
20230407,USD,0.931242,4.109033
20230407,GBP,1.189525,5.248686
20230407,SEK,0.097053,0.428239
20230408,EUR,1.0,4.413094
20230408,PLN,0.226598,0.999998
20230408,USD,0.930299,4.105497
20230408,GBP,1.189795,5.250678
20230408,SEK,0.097059,0.428331
20230409,EUR,1.0,4.413784
20230409,PLN,0.226563,1.0
20230409,USD,0.929362,4.102003
20230409,GBP,1.190062,5.252677
20230409,SEK,0.097065,0.428424
20230410,EUR,1.0,4.41449
20230410,PLN,0.226527,1.000001
20230410,USD,0.928432,4.098554
20230410,GBP,1.190328,5.254691
20230410,SEK,0.09707,0.428515
20230411,EUR,1.0,4.415213
20230411,PLN,0.22649,1.000002
20230411,USD,0.927508,4.095146
20230411,GBP,1.190593,5.256722
20230411,SEK,0.097075,0.428607
20230412,EUR,1.0,4.415953
20230412,PLN,0.226452,1.000001
20230412,USD,0.926592,4.091787
20230412,GBP,1.190855,5.25876
20230412,SEK,0.097078,0.428692
20230413,EUR,1.0,4.416709
20230413,PLN,0.226413,1.0
20230413,USD,0.925682,4.088468
20230413,GBP,1.191115,5.260809
20230413,SEK,0.097081,0.428779
20230414,EUR,1.0,4.417482
20230414,PLN,0.226373,0.999999
20230414,USD,0.924779,4.085194
20230414,GBP,1.191374,5.262873
20230414,SEK,0.097084,0.428867
20230415,EUR,1.0,4.418271
20230415,PLN,0.226333,1.0
20230415,USD,0.923883,4.081965
20230415,GBP,1.191631,5.264948
20230415,SEK,0.097086,0.428952
20230416,EUR,1.0,4.419076
20230416,PLN,0.226292,1.000002
20230416,USD,0.922995,4.078785
20230416,GBP,1.191885,5.267031
20230416,SEK,0.097087,0.429035
20230417,EUR,1.0,4.419898
20230417,PLN,0.22625,1.000002
20230417,USD,0.922114,4.075649
20230417,GBP,1.192138,5.269128
20230417,SEK,0.097087,0.429115
20230418,EUR,1.0,4.420735
20230418,PLN,0.226207,1.000001
20230418,USD,0.921241,4.072562
20230418,GBP,1.192389,5.271236
20230418,SEK,0.097087,0.429196
20230419,EUR,1.0,4.421589
20230419,PLN,0.226163,1.0
20230419,USD,0.920376,4.069524
20230419,GBP,1.192637,5.27335
20230419,SEK,0.097086,0.429274
20230420,EUR,1.0,4.422458
20230420,PLN,0.226119,1.000002
20230420,USD,0.919518,4.06653
20230420,GBP,1.192884,5.275479
20230420,SEK,0.097085,0.429354
20230421,EUR,1.0,4.423343
20230421,PLN,0.226073,0.999998
20230421,USD,0.918669,4.063588
20230421,GBP,1.193129,5.277619
20230421,SEK,0.097083,0.429431
20230422,EUR,1.0,4.424244
20230422,PLN,0.226027,0.999999
20230422,USD,0.917828,4.060695
20230422,GBP,1.193371,5.279764
20230422,SEK,0.09708,0.429506
20230423,EUR,1.0,4.42516
20230423,PLN,0.225981,1.000002
20230423,USD,0.916995,4.057849
20230423,GBP,1.193612,5.281924
20230423,SEK,0.097076,0.429577
20230424,EUR,1.0,4.426092
20230424,PLN,0.225933,1.0
20230424,USD,0.916171,4.055057
20230424,GBP,1.19385,5.284089
20230424,SEK,0.097072,0.42965
20230425,EUR,1.0,4.427038
20230425,PLN,0.225885,1.000002
20230425,USD,0.915355,4.052312
20230425,GBP,1.194087,5.286269
20230425,SEK,0.097068,0.429724
20230426,EUR,1.0,4.428001
20230426,PLN,0.225836,1.000002
20230426,USD,0.914548,4.049619
20230426,GBP,1.194321,5.288454
20230426,SEK,0.097062,0.429791
20230427,EUR,1.0,4.428978
20230427,PLN,0.225786,1.000001
20230427,USD,0.913749,4.046974
20230427,GBP,1.194553,5.290649
20230427,SEK,0.097056,0.429859
20230428,EUR,1.0,4.42997
20230428,PLN,0.225735,0.999999
20230428,USD,0.91296,4.044385
20230428,GBP,1.194783,5.292853
20230428,SEK,0.097049,0.429924
20230429,EUR,1.0,4.430977
20230429,PLN,0.225684,1.000001
20230429,USD,0.91218,4.041848
20230429,GBP,1.19501,5.295062
20230429,SEK,0.097042,0.429991
20230430,EUR,1.0,4.431998
20230430,PLN,0.225632,1.000001
20230430,USD,0.911409,4.039363
20230430,GBP,1.195236,5.297284
20230430,SEK,0.097034,0.430055
20230501,EUR,1.0,4.433035
20230501,PLN,0.225579,1.0
20230501,USD,0.910647,4.03693
20230501,GBP,1.195459,5.299511
20230501,SEK,0.097025,0.430115
20230502,EUR,1.0,4.434085
20230502,PLN,0.225526,1.000002
20230502,USD,0.909894,4.034548
20230502,GBP,1.19568,5.301747
20230502,SEK,0.097016,0.430177
20230503,EUR,1.0,4.43515
20230503,PLN,0.225472,1.000002
20230503,USD,0.909152,4.032226
20230503,GBP,1.195899,5.303992
20230503,SEK,0.097006,0.430236
20230504,EUR,1.0,4.436229
20230504,PLN,0.225417,1.000002
20230504,USD,0.908418,4.029951
20230504,GBP,1.196115,5.306241
20230504,SEK,0.096995,0.430292
20230505,EUR,1.0,4.437323
20230505,PLN,0.225361,0.999999
20230505,USD,0.907695,4.027736
20230505,GBP,1.196329,5.308498
20230505,SEK,0.096984,0.430349
20230506,EUR,1.0,4.43843
20230506,PLN,0.225305,1.0
20230506,USD,0.906981,4.025571
20230506,GBP,1.196541,5.310763
20230506,SEK,0.096972,0.430403
20230507,EUR,1.0,4.439551
20230507,PLN,0.225248,1.0
20230507,USD,0.906277,4.023463
20230507,GBP,1.19675,5.313032
20230507,SEK,0.096959,0.430454
20230508,EUR,1.0,4.440685
20230508,PLN,0.22519,0.999998
20230508,USD,0.905583,4.021409
20230508,GBP,1.196957,5.315309
20230508,SEK,0.096946,0.430507
20230509,EUR,1.0,4.441833
20230509,PLN,0.225132,0.999999
20230509,USD,0.9049,4.019415
20230509,GBP,1.197162,5.317594
20230509,SEK,0.096932,0.430556
20230510,EUR,1.0,4.442994
20230510,PLN,0.225073,0.999998
20230510,USD,0.904226,4.017471
20230510,GBP,1.197364,5.319882
20230510,SEK,0.096917,0.430602
20230511,EUR,1.0,4.444169
20230511,PLN,0.225014,1.0
20230511,USD,0.903563,4.015587
20230511,GBP,1.197564,5.322177
20230511,SEK,0.096902,0.430649
20230512,EUR,1.0,4.445357
20230512,PLN,0.224954,1.000001
20230512,USD,0.902911,4.013761
20230512,GBP,1.197762,5.324479
20230512,SEK,0.096887,0.430697
20230513,EUR,1.0,4.446557
20230513,PLN,0.224893,1.0
20230513,USD,0.902269,4.011991
20230513,GBP,1.197957,5.326784
20230513,SEK,0.09687,0.430738
20230514,EUR,1.0,4.44777
20230514,PLN,0.224832,1.000001
20230514,USD,0.901637,4.010274
20230514,GBP,1.198149,5.329092
20230514,SEK,0.096853,0.43078
20230515,EUR,1.0,4.448996
20230515,PLN,0.22477,1.000001
20230515,USD,0.901016,4.008617
20230515,GBP,1.198339,5.331406
20230515,SEK,0.096835,0.430819
20230516,EUR,1.0,4.450235
20230516,PLN,0.224707,0.999999
20230516,USD,0.900406,4.007018
20230516,GBP,1.198527,5.333727
20230516,SEK,0.096817,0.430858
20230517,EUR,1.0,4.451485
20230517,PLN,0.224644,1.0
20230517,USD,0.899807,4.005478
20230517,GBP,1.198712,5.336049
20230517,SEK,0.096798,0.430895
20230518,EUR,1.0,4.452748
20230518,PLN,0.22458,0.999998
20230518,USD,0.899218,4.003991
20230518,GBP,1.198895,5.338378
20230518,SEK,0.096779,0.430933
20230519,EUR,1.0,4.454023
20230519,PLN,0.224516,0.999999
20230519,USD,0.898641,4.002568
20230519,GBP,1.199075,5.340708
20230519,SEK,0.096758,0.430962
20230520,EUR,1.0,4.45531
20230520,PLN,0.224451,0.999999
20230520,USD,0.898074,4.001198
20230520,GBP,1.199253,5.343044
20230520,SEK,0.096738,0.430998
20230521,EUR,1.0,4.456608
20230521,PLN,0.224386,1.000001
20230521,USD,0.897519,3.999891
20230521,GBP,1.199428,5.345381
20230521,SEK,0.096716,0.431025
20230522,EUR,1.0,4.457918
20230522,PLN,0.22432,1.0
20230522,USD,0.896975,3.998641
20230522,GBP,1.1996,5.347719
20230522,SEK,0.096694,0.431054
20230523,EUR,1.0,4.45924
20230523,PLN,0.224253,0.999998
20230523,USD,0.896443,3.997454
20230523,GBP,1.19977,5.350062
20230523,SEK,0.096672,0.431084
20230524,EUR,1.0,4.460572
20230524,PLN,0.224186,0.999998
20230524,USD,0.895921,3.99632
20230524,GBP,1.199937,5.352406
20230524,SEK,0.096649,0.43111
20230525,EUR,1.0,4.461916
20230525,PLN,0.224119,1.0
20230525,USD,0.895412,3.995253
20230525,GBP,1.200102,5.354754
20230525,SEK,0.096625,0.431133
20230526,EUR,1.0,4.46327
20230526,PLN,0.224051,1.0
20230526,USD,0.894913,3.994239
20230526,GBP,1.200264,5.357103
20230526,SEK,0.0966,0.431152
20230527,EUR,1.0,4.464635
20230527,PLN,0.223982,0.999998
20230527,USD,0.894426,3.993286
20230527,GBP,1.200423,5.359451
20230527,SEK,0.096575,0.431172
20230528,EUR,1.0,4.466011
20230528,PLN,0.223913,0.999998
20230528,USD,0.893951,3.992395
20230528,GBP,1.20058,5.361804
20230528,SEK,0.09655,0.431193
20230529,EUR,1.0,4.467397
20230529,PLN,0.223844,1.0
20230529,USD,0.893488,3.991566
20230529,GBP,1.200734,5.364156
20230529,SEK,0.096524,0.431211
20230530,EUR,1.0,4.468793
20230530,PLN,0.223774,1.0
20230530,USD,0.893036,3.990793
20230530,GBP,1.200885,5.366507
20230530,SEK,0.096497,0.431225
20230531,EUR,1.0,4.4702
20230531,PLN,0.223704,1.000002
20230531,USD,0.892596,3.990082
20230531,GBP,1.201034,5.368862
20230531,SEK,0.09647,0.43124
20230601,EUR,1.0,4.471616
20230601,PLN,0.223633,1.000001
