SessionID,DateKey,CustomerKey,MarketingChannel,DeviceType,PageViews,DurationSeconds,ConvertedOrderNumber,CampaignCode
WEB-00003636,20250927,220,Referral,Desktop,1,459,,WELCOME
WEB-00003637,20221218,1944,Affiliate,Desktop,4,464,,NONE
WEB-00003638,20250508,1742,Affiliate,Tablet,8,68,,BIKEPRO
WEB-00003639,20230702,1541,Email,Mobile,5,1112,,SUMMER
WEB-00003640,20230623,1848,Organic Search,Mobile,8,677,,SUMMER
WEB-00003641,20221107,1691,Social,Desktop,5,1630,,BIKEPRO
WEB-00003642,20221026,1591,Affiliate,Desktop,5,1522,SO-2023-388404,NONE
WEB-00003643,20250415,510,Paid Search,Tablet,1,1122,,SUMMER
WEB-00003644,20220826,1652,Affiliate,Desktop,9,1070,,WINTER
WEB-00003645,20240531,95,Paid Search,Desktop,1,483,,SUMMER
WEB-00003646,20240207,528,Paid Search,Mobile,1,248,SO-2024-455491,NONE
WEB-00003647,20221002,1258,Email,Mobile,1,1508,,NONE
WEB-00003648,20230429,1470,Social,Mobile,8,625,,WINTER
WEB-00003649,20240710,184,Affiliate,Mobile,2,970,,SUMMER
WEB-00003650,20230618,1067,Paid Search,Desktop,9,555,,VIP
WEB-00003651,20221104,67,Referral,Desktop,6,190,SO-2023-482217,NONE
WEB-00003652,20250226,1471,Social,Desktop,4,202,,WELCOME
WEB-00003653,20240303,646,Organic Search,Desktop,9,1000,,NONE
WEB-00003654,20230701,1630,Affiliate,Desktop,6,327,,WINTER
WEB-00003655,20250724,1253,Affiliate,Tablet,5,602,,VIP
WEB-00003656,20250926,1410,Social,Mobile,5,292,,VIP
WEB-00003657,20220502,1981,Social,Mobile,4,662,SO-2025-734606,SUMMER
WEB-00003658,20231224,438,Referral,Mobile,2,1671,,NONE
WEB-00003659,20230819,1395,Referral,Desktop,7,1555,SO-2023-325988,WINTER
WEB-00003660,20241019,1589,Affiliate,Mobile,2,1658,,WELCOME
WEB-00003661,20221012,645,Organic Search,Mobile,10,1039,,WELCOME
WEB-00003662,20221025,544,Referral,Tablet,2,17,,WELCOME
WEB-00003663,20240521,1027,Email,Mobile,4,1771,SO-2023-733764,WINTER
WEB-00003664,20250619,1045,Paid Search,Tablet,4,333,,BIKEPRO
WEB-00003665,20240106,53,Paid Search,Tablet,9,937,,WELCOME
WEB-00003666,20250712,1856,Paid Search,Tablet,6,1047,SO-2025-315768,NONE
WEB-00003667,20220508,1396,Paid Search,Mobile,2,1334,SO-2025-933825,WELCOME
WEB-00003668,20241025,1434,Paid Search,Tablet,8,19,,WINTER
WEB-00003669,20230811,1634,Paid Search,Tablet,3,583,SO-2025-259060,NONE
WEB-00003670,20220728,1520,Affiliate,Desktop,4,1765,SO-2022-424676,VIP
WEB-00003671,20250213,1877,Paid Search,Mobile,5,197,SO-2023-855694,WELCOME
WEB-00003672,20250526,948,Social,Mobile,1,1652,,SUMMER
WEB-00003673,20231119,1097,Social,Mobile,1,870,,SUMMER
WEB-00003674,20231001,1969,Organic Search,Desktop,7,669,,BIKEPRO
WEB-00003675,20230116,1195,Paid Search,Tablet,2,440,,WINTER
WEB-00003676,20240601,235,Social,Mobile,3,1653,,WINTER
WEB-00003677,20230531,1583,Direct,Desktop,1,534,SO-2024-980990,WINTER
WEB-00003678,20240618,193,Affiliate,Mobile,2,743,,SUMMER
WEB-00003679,20221106,262,Organic Search,Tablet,11,1235,,SUMMER
WEB-00003680,20220131,889,Referral,Desktop,1,258,SO-2025-405278,WINTER
WEB-00003681,20231021,1103,Affiliate,Tablet,3,1625,,BIKEPRO
WEB-00003682,20230720,1026,Direct,Tablet,3,240,,SUMMER
WEB-00003683,20240526,1482,Organic Search,Desktop,7,202,,SUMMER
WEB-00003684,20220831,482,Email,Mobile,5,1033,,VIP
WEB-00003685,20221222,249,Direct,Tablet,7,1029,,VIP
WEB-00003686,20220730,417,Direct,Tablet,1,756,,VIP
WEB-00003687,20221203,1298,Direct,Desktop,1,916,,VIP
WEB-00003688,20230504,542,Organic Search,Mobile,1,73,,BIKEPRO
WEB-00003689,20250115,1380,Affiliate,Desktop,5,1246,SO-2025-708685,SUMMER
WEB-00003690,20241110,1393,Referral,Mobile,10,174,,WELCOME
WEB-00003691,20230816,1376,Affiliate,Mobile,4,1727,,WELCOME
WEB-00003692,20250713,176,Email,Mobile,7,1137,,WINTER
WEB-00003693,20251104,327,Affiliate,Mobile,4,166,,SUMMER
WEB-00003694,20231025,1815,Social,Tablet,6,1096,,WINTER
WEB-00003695,20240327,762,Referral,Tablet,8,1165,,WINTER
WEB-00003696,20250509,1514,Paid Search,Tablet,5,596,SO-2023-418393,SUMMER
WEB-00003697,20221212,625,Affiliate,Mobile,3,479,,WELCOME
WEB-00003698,20250120,1413,Referral,Desktop,5,551,,WELCOME
WEB-00003699,20231223,1938,Paid Search,Desktop,4,1087,,WINTER
WEB-00003700,20230214,523,Email,Tablet,1,324,,NONE
WEB-00003701,20220126,1972,Organic Search,Tablet,4,1324,,BIKEPRO
WEB-00003702,20250715,1802,Social,Desktop,5,549,,SUMMER
WEB-00003703,20241225,1309,Email,Mobile,1,539,,SUMMER
WEB-00003704,20240203,1554,Organic Search,Tablet,4,1738,,NONE
WEB-00003705,20240106,1890,Social,Desktop,4,932,,WELCOME
WEB-00003706,20240410,1430,Organic Search,Mobile,6,722,,WINTER
WEB-00003707,20221027,122,Social,Mobile,2,1739,SO-2024-196521,BIKEPRO
WEB-00003708,20240828,701,Email,Desktop,4,570,,WELCOME
WEB-00003709,20250803,425,Organic Search,Tablet,8,251,,WINTER
WEB-00003710,20231114,549,Social,Desktop,3,1400,,SUMMER
WEB-00003711,20230702,32,Organic Search,Mobile,2,868,,BIKEPRO
WEB-00003712,20230626,621,Email,Mobile,6,803,,BIKEPRO
WEB-00003713,20240609,416,Email,Mobile,5,253,,VIP
WEB-00003714,20230508,305,Direct,Tablet,2,480,,SUMMER
WEB-00003715,20240119,838,Organic Search,Mobile,1,1662,,WINTER
WEB-00003716,20250909,910,Referral,Desktop,8,1201,,BIKEPRO
WEB-00003717,20240210,216,Direct,Tablet,6,1684,,SUMMER
WEB-00003718,20231107,75,Email,Mobile,1,612,,VIP
WEB-00003719,20230901,1083,Organic Search,Tablet,1,1634,SO-2025-814407,BIKEPRO
WEB-00003720,20230414,235,Organic Search,Desktop,8,326,,WELCOME
WEB-00003721,20230626,694,Affiliate,Tablet,7,1400,,SUMMER
WEB-00003722,20230629,1192,Affiliate,Desktop,1,437,,WINTER
WEB-00003723,20250213,1492,Affiliate,Tablet,8,1596,SO-2022-643983,BIKEPRO
WEB-00003724,20250622,1521,Referral,Desktop,4,760,SO-2024-987867,BIKEPRO
WEB-00003725,20220401,967,Affiliate,Tablet,6,1756,,BIKEPRO
WEB-00003726,20251022,951,Affiliate,Desktop,5,1626,,NONE
WEB-00003727,20250820,829,Referral,Mobile,5,1138,,SUMMER
WEB-00003728,20220127,1755,Direct,Mobile,5,1295,,NONE
WEB-00003729,20251213,1229,Organic Search,Desktop,1,853,,BIKEPRO
WEB-00003730,20250322,711,Email,Desktop,4,963,,SUMMER
WEB-00003731,20250523,560,Affiliate,Tablet,3,1279,,SUMMER
WEB-00003732,20220519,992,Organic Search,Desktop,5,355,,NONE
WEB-00003733,20251017,1188,Direct,Mobile,3,366,,VIP
WEB-00003734,20240125,1390,Organic Search,Tablet,5,238,,BIKEPRO
WEB-00003735,20251010,861,Organic Search,Mobile,4,1427,,SUMMER
WEB-00003736,20231212,413,Social,Mobile,4,477,,VIP
WEB-00003737,20221005,572,Direct,Mobile,8,1728,,BIKEPRO
WEB-00003738,20231003,139,Social,Tablet,4,1019,,WELCOME
WEB-00003739,20251015,1523,Organic Search,Tablet,3,610,,SUMMER
WEB-00003740,20250405,661,Paid Search,Desktop,5,938,SO-2025-293679,NONE
WEB-00003741,20231103,327,Direct,Tablet,4,1190,SO-2022-330366,NONE
WEB-00003742,20250903,1752,Referral,Mobile,7,76,,SUMMER
WEB-00003743,20220506,150,Organic Search,Desktop,5,685,,WINTER
WEB-00003744,20221004,1901,Organic Search,Mobile,2,12,,NONE
WEB-00003745,20240312,1449,Affiliate,Mobile,6,303,,NONE
WEB-00003746,20220212,673,Social,Tablet,6,1529,,VIP
WEB-00003747,20231128,562,Email,Desktop,12,1531,,WELCOME
WEB-00003748,20250313,1787,Email,Tablet,3,833,,WINTER
WEB-00003749,20251226,786,Email,Mobile,6,245,SO-2024-505162,NONE
WEB-00003750,20220414,1547,Paid Search,Mobile,3,219,,VIP
WEB-00003751,20251110,962,Paid Search,Mobile,5,558,,WINTER
WEB-00003752,20240830,1008,Paid Search,Tablet,3,830,,NONE
WEB-00003753,20230921,697,Direct,Desktop,8,57,,WELCOME
WEB-00003754,20250610,1318,Affiliate,Desktop,8,617,SO-2025-473124,BIKEPRO
WEB-00003755,20231121,1505,Email,Tablet,4,624,,WINTER
WEB-00003756,20241027,1923,Organic Search,Desktop,1,241,,NONE
WEB-00003757,20251230,621,Social,Tablet,6,1265,,WELCOME
WEB-00003758,20230721,1346,Affiliate,Tablet,3,324,,WELCOME
WEB-00003759,20230112,1839,Referral,Tablet,8,1344,,BIKEPRO
WEB-00003760,20250621,613,Referral,Desktop,2,1474,,SUMMER
WEB-00003761,20240320,295,Organic Search,Desktop,11,1661,,WINTER
WEB-00003762,20250804,7,Organic Search,Desktop,3,723,,VIP
WEB-00003763,20231109,1888,Referral,Desktop,9,1259,,NONE
WEB-00003764,20220614,173,Paid Search,Mobile,2,1221,SO-2022-213540,WINTER
WEB-00003765,20230509,245,Social,Mobile,4,639,,SUMMER
WEB-00003766,20240425,431,Affiliate,Tablet,4,545,SO-2025-491639,WELCOME
WEB-00003767,20240310,906,Email,Desktop,5,1534,SO-2023-392161,BIKEPRO
WEB-00003768,20250427,949,Organic Search,Desktop,7,1269,,SUMMER
WEB-00003769,20231219,1018,Affiliate,Mobile,9,177,,WINTER
WEB-00003770,20230130,1808,Referral,Mobile,1,1754,,SUMMER
WEB-00003771,20240923,646,Social,Tablet,9,417,,WELCOME
WEB-00003772,20220803,366,Paid Search,Mobile,7,959,,BIKEPRO
WEB-00003773,20220318,1329,Paid Search,Tablet,6,1429,SO-2023-606672,WELCOME
WEB-00003774,20251009,728,Organic Search,Tablet,8,1376,SO-2025-468169,BIKEPRO
WEB-00003775,20250907,570,Affiliate,Mobile,5,525,,SUMMER
WEB-00003776,20250625,1688,Social,Desktop,6,531,,SUMMER
WEB-00003777,20241130,1337,Organic Search,Desktop,1,614,,BIKEPRO
WEB-00003778,20220925,269,Affiliate,Desktop,6,1778,,BIKEPRO
WEB-00003779,20250126,1618,Direct,Tablet,1,833,,BIKEPRO
WEB-00003780,20220709,299,Direct,Tablet,2,1639,,SUMMER
WEB-00003781,20250228,701,Direct,Tablet,4,1286,SO-2022-476450,WELCOME
WEB-00003782,20220307,1738,Organic Search,Desktop,5,1433,,NONE
WEB-00003783,20220929,1543,Direct,Tablet,8,1210,SO-2023-486188,BIKEPRO
WEB-00003784,20250506,1521,Referral,Tablet,7,511,,WELCOME
WEB-00003785,20250620,599,Organic Search,Desktop,7,1709,SO-2023-730262,SUMMER
WEB-00003786,20240116,1969,Referral,Mobile,3,1672,,WINTER
WEB-00003787,20230713,,Email,Tablet,4,1649,SO-2024-147913,SUMMER
WEB-00003788,20220121,1174,Email,Desktop,7,1053,,NONE
WEB-00003789,20240902,1539,Referral,Tablet,4,664,,SUMMER
WEB-00003790,20240608,1364,Direct,Mobile,2,1394,,WINTER
WEB-00003791,20251011,1750,Organic Search,Desktop,1,1562,,VIP
WEB-00003792,20240530,1088,Referral,Tablet,3,435,,BIKEPRO
WEB-00003793,20230327,1523,Referral,Desktop,7,1458,,WINTER
WEB-00003794,20240927,89,Referral,Mobile,1,1252,,WELCOME
WEB-00003795,20240512,372,Email,Tablet,9,333,,VIP
WEB-00003796,20240129,153,Affiliate,Tablet,3,1281,SO-2024-950239,NONE
WEB-00003797,20220608,1858,Direct,Tablet,1,531,,VIP
WEB-00003798,20220528,1074,Affiliate,Tablet,5,1714,,VIP
WEB-00003799,20220818,1339,Social,Mobile,3,887,,VIP
WEB-00003800,20240706,1348,Direct,Desktop,3,205,SO-2024-796992,WELCOME
WEB-00003801,20221222,929,Social,Tablet,1,626,,VIP
WEB-00003802,20230106,1919,Social,Desktop,7,1551,,BIKEPRO
WEB-00003803,20240913,95,Direct,Desktop,6,767,,NONE
WEB-00003804,20240820,220,Direct,Tablet,10,802,SO-2023-813224,WINTER
WEB-00003805,20230107,1558,Organic Search,Tablet,1,343,SO-2025-553668,VIP
WEB-00003806,20240207,282,Referral,Tablet,3,430,,WINTER
WEB-00003807,20250222,1529,Affiliate,Mobile,6,104,,BIKEPRO
WEB-00003808,20221123,1484,Affiliate,Desktop,7,813,,SUMMER
WEB-00003809,20230725,1275,Organic Search,Tablet,6,11,,VIP
WEB-00003810,20240229,900,Organic Search,Mobile,4,349,,NONE
WEB-00003811,20220331,89,Social,Desktop,1,1240,,VIP
WEB-00003812,20220923,12,Social,Tablet,4,570,,BIKEPRO
WEB-00003813,20240214,156,Direct,Tablet,11,1591,,VIP
WEB-00003814,20220509,1329,Direct,Mobile,3,1602,,SUMMER
WEB-00003815,20241122,380,Affiliate,Tablet,3,1121,SO-2024-603439,VIP
WEB-00003816,20220706,1654,Paid Search,Tablet,6,214,SO-2025-591976,VIP
WEB-00003817,20221017,1720,Social,Tablet,8,556,,WINTER
WEB-00003818,20230308,46,Referral,Desktop,3,714,,VIP
WEB-00003819,20240927,605,Social,Tablet,8,228,SO-2023-133040,VIP
WEB-00003820,20240710,93,Email,Mobile,7,1132,,VIP
WEB-00003821,20241214,1102,Affiliate,Desktop,3,288,SO-2024-107869,BIKEPRO
WEB-00003822,20231115,211,Social,Mobile,7,1736,,WELCOME
WEB-00003823,20230527,1350,Organic Search,Desktop,4,73,SO-2024-173461,VIP
WEB-00003824,20240415,447,Paid Search,Desktop,1,156,,SUMMER
WEB-00003825,20250927,974,Direct,Tablet,1,1104,,NONE
WEB-00003826,20230522,1278,Organic Search,Tablet,6,996,,WELCOME
WEB-00003827,20231203,1915,Direct,Mobile,6,1623,,BIKEPRO
WEB-00003828,20230711,1354,Organic Search,Desktop,2,136,,NONE
WEB-00003829,20230630,1382,Direct,Mobile,2,1079,,VIP
WEB-00003830,20241125,1766,Social,Desktop,2,1770,,WINTER
WEB-00003831,20250712,1295,Paid Search,Desktop,5,1109,,SUMMER
WEB-00003832,20251021,1173,Affiliate,Tablet,5,1183,,VIP
WEB-00003833,20230409,687,Paid Search,Desktop,5,1748,,WELCOME
WEB-00003834,20240111,1080,Affiliate,Tablet,2,1536,,BIKEPRO
WEB-00003835,20240510,1216,Referral,Tablet,9,668,,VIP
WEB-00003836,20220922,1603,Email,Desktop,4,1626,,SUMMER
WEB-00003837,20230831,1334,Organic Search,Desktop,1,1324,,SUMMER
WEB-00003838,20230427,1849,Direct,Desktop,10,376,,NONE
WEB-00003839,20250223,1920,Direct,Tablet,2,1441,,BIKEPRO
WEB-00003840,20231122,1700,Social,Mobile,11,705,,BIKEPRO
WEB-00003841,20230923,291,Direct,Desktop,6,375,,VIP
WEB-00003842,20240229,1219,Referral,Mobile,6,94,,WELCOME
WEB-00003843,20240421,375,Affiliate,Mobile,9,42,SO-2024-436858,SUMMER
WEB-00003844,20240826,1023,Email,Mobile,6,422,,NONE
WEB-00003845,20240424,1479,Referral,Tablet,5,270,,BIKEPRO
WEB-00003846,20220321,407,Social,Desktop,7,1136,,SUMMER
WEB-00003847,20220904,666,Referral,Desktop,7,15,SO-2023-990895,BIKEPRO
WEB-00003848,20251023,873,Referral,Mobile,4,949,,WELCOME
WEB-00003849,20250226,1460,Affiliate,Tablet,5,1734,SO-2024-499961,NONE
WEB-00003850,20231219,933,Social,Tablet,5,43,,VIP
WEB-00003851,20230830,1830,Social,Desktop,7,234,,NONE
WEB-00003852,20220222,1646,Email,Mobile,8,1386,,BIKEPRO
WEB-00003853,20230708,1802,Affiliate,Mobile,6,200,,VIP
WEB-00003854,20220507,187,Paid Search,Desktop,1,1635,,SUMMER
WEB-00003855,20220504,1808,Email,Tablet,4,1086,,NONE
WEB-00003856,20220523,124,Referral,Desktop,6,761,,NONE
WEB-00003857,20240615,1640,Email,Tablet,3,53,,VIP
WEB-00003858,20250827,1851,Paid Search,Tablet,3,540,,SUMMER
WEB-00003859,20250907,1486,Paid Search,Desktop,9,565,,BIKEPRO
WEB-00003860,20240604,1573,Paid Search,Mobile,3,787,SO-2024-541228,BIKEPRO
WEB-00003861,20241109,1142,Social,Desktop,2,1093,SO-2024-273097,SUMMER
WEB-00003862,20240517,1419,Affiliate,Desktop,10,1575,SO-2025-316392,NONE
WEB-00003863,20220714,202,Social,Tablet,3,1029,,SUMMER
WEB-00003864,20250926,1212,Referral,Tablet,2,682,,VIP
WEB-00003865,20250910,589,Direct,Tablet,3,432,,WELCOME
WEB-00003866,20240605,208,Paid Search,Tablet,4,889,,WELCOME
WEB-00003867,20250122,1986,Direct,Mobile,8,945,,WELCOME
WEB-00003868,20240223,1671,Direct,Mobile,5,812,,WINTER
WEB-00003869,20220902,1309,Referral,Mobile,1,449,,SUMMER
WEB-00003870,20231118,1090,Paid Search,Mobile,1,1154,,NONE
WEB-00003871,20240816,230,Social,Mobile,5,761,,WINTER
WEB-00003872,20251013,1756,Referral,Tablet,6,981,,SUMMER
WEB-00003873,20231022,1688,Organic Search,Mobile,1,835,,WINTER
WEB-00003874,20230707,294,Direct,Desktop,4,1532,,VIP
WEB-00003875,20230320,125,Social,Mobile,7,1385,,WELCOME
WEB-00003876,20231101,954,Email,Desktop,5,1005,,NONE
WEB-00003877,20250310,177,Organic Search,Tablet,3,43,,VIP
WEB-00003878,20230517,1150,Referral,Desktop,5,623,,BIKEPRO
WEB-00003879,20230305,1921,Direct,Desktop,2,1578,,NONE
WEB-00003880,20240916,1423,Direct,Tablet,4,1548,,SUMMER
WEB-00003881,20240419,1891,Referral,Mobile,3,1420,,WELCOME
WEB-00003882,20231009,198,Social,Mobile,5,635,,SUMMER
WEB-00003883,20250928,1286,Affiliate,Tablet,5,862,,VIP
WEB-00003884,20221227,427,Social,Tablet,9,360,,WELCOME
WEB-00003885,20230612,1268,Email,Mobile,5,112,,VIP
WEB-00003886,20251024,1711,Affiliate,Tablet,5,109,,WINTER
WEB-00003887,20230915,1502,Organic Search,Desktop,3,374,,VIP
WEB-00003888,20240529,1915,Email,Tablet,7,591,,WINTER
WEB-00003889,20220728,1868,Referral,Desktop,6,313,SO-2025-185154,VIP
WEB-00003890,20251230,423,Social,Mobile,5,276,,SUMMER
WEB-00003891,20240430,7,Social,Mobile,11,565,,NONE
WEB-00003892,20230721,693,Email,Desktop,3,296,,WELCOME
WEB-00003893,20220625,74,Organic Search,Mobile,1,1755,,WINTER
WEB-00003894,20231108,411,Paid Search,Desktop,7,1800,,SUMMER
WEB-00003895,20230319,1329,Paid Search,Mobile,4,525,SO-2025-971932,WINTER
WEB-00003896,20230209,1372,Affiliate,Tablet,3,68,,BIKEPRO
WEB-00003897,20251214,1457,Paid Search,Tablet,3,210,,VIP
WEB-00003898,20250520,1970,Organic Search,Desktop,5,488,,VIP
WEB-00003899,20220112,1708,Direct,Desktop,1,1057,,NONE
WEB-00003900,20240731,580,Paid Search,Tablet,1,1309,,WINTER
WEB-00003901,20230801,1109,Paid Search,Mobile,6,1206,,WELCOME
WEB-00003902,20220721,841,Affiliate,Mobile,6,1624,,WELCOME
WEB-00003903,20231024,1066,Paid Search,Desktop,6,263,,BIKEPRO
WEB-00003904,20251028,1407,Direct,Mobile,1,365,SO-2025-426083,BIKEPRO
WEB-00003905,20240428,1218,Paid Search,Mobile,5,1743,SO-2025-840112,WELCOME
WEB-00003906,20240322,336,Referral,Desktop,3,721,,WINTER
WEB-00003907,20231021,975,Referral,Mobile,4,593,,SUMMER
WEB-00003908,20251004,551,Organic Search,Mobile,1,932,,NONE
WEB-00003909,20250101,679,Direct,Tablet,5,1445,SO-2024-951430,SUMMER
WEB-00003910,20230504,1132,Direct,Mobile,5,177,,NONE
WEB-00003911,20251219,1444,Direct,Desktop,4,26,,SUMMER
WEB-00003912,20231228,1926,Affiliate,Desktop,7,1415,,WELCOME
WEB-00003913,20230929,919,Referral,Mobile,1,726,,NONE
WEB-00003914,20240515,1144,Organic Search,Mobile,4,1763,,NONE
WEB-00003915,20240223,332,Social,Tablet,8,1454,,SUMMER
WEB-00003916,20250728,257,Organic Search,Tablet,1,176,SO-2025-222895,SUMMER
WEB-00003917,20250222,1088,Paid Search,Mobile,1,1718,,WINTER
WEB-00003918,20220621,1160,Organic Search,Tablet,11,263,,SUMMER
WEB-00003919,20250326,1632,Paid Search,Tablet,8,925,,WELCOME
WEB-00003920,20250505,1787,Organic Search,Desktop,2,1053,,WELCOME
WEB-00003921,20230515,547,Organic Search,Desktop,2,33,,WINTER
WEB-00003922,20220305,1447,Referral,Desktop,8,1345,,VIP
WEB-00003923,20221110,96,Paid Search,Tablet,2,504,SO-2023-171619,WELCOME
WEB-00003924,20240722,1166,Organic Search,Tablet,1,1508,,NONE
WEB-00003925,20230523,719,Organic Search,Tablet,7,1551,SO-2024-767263,BIKEPRO
WEB-00003926,20240513,947,Email,Desktop,9,958,,VIP
WEB-00003927,20250513,1195,Affiliate,Desktop,7,489,,WINTER
WEB-00003928,20250610,154,Referral,Tablet,1,614,,VIP
WEB-00003929,20241217,36,Social,Tablet,5,1455,,BIKEPRO
WEB-00003930,20240728,1248,Referral,Tablet,5,1431,,VIP
WEB-00003931,20250525,890,Paid Search,Tablet,1,725,SO-2024-478060,SUMMER
WEB-00003932,20250629,796,Referral,Tablet,7,152,,BIKEPRO
WEB-00003933,20230228,1812,Social,Tablet,6,417,SO-2025-864059,BIKEPRO
WEB-00003934,20220414,1780,Organic Search,Desktop,11,905,,WELCOME
WEB-00003935,20220606,1229,Email,Tablet,2,582,SO-2024-208995,SUMMER
WEB-00003936,20231221,588,Social,Mobile,4,811,,WELCOME
WEB-00003937,20251002,1541,Social,Desktop,3,1266,,NONE
WEB-00003938,20230711,203,Referral,Mobile,4,972,,WINTER
WEB-00003939,20230810,396,Email,Desktop,4,375,,WELCOME
WEB-00003940,20250519,684,Referral,Desktop,9,831,,VIP
WEB-00003941,20220116,1954,Paid Search,Desktop,6,1410,,WINTER
WEB-00003942,20230528,819,Paid Search,Tablet,1,1590,,WINTER
WEB-00003943,20250202,787,Social,Tablet,5,72,,VIP
WEB-00003944,20241202,774,Organic Search,Mobile,4,1133,,SUMMER
WEB-00003945,20220720,1987,Social,Tablet,4,1749,,NONE
WEB-00003946,20240207,334,Email,Desktop,1,415,,BIKEPRO
WEB-00003947,20230127,1670,Direct,Desktop,6,506,,VIP
WEB-00003948,20220404,1336,Referral,Tablet,4,376,,VIP
WEB-00003949,20231116,1688,Email,Tablet,3,1449,SO-2025-734209,WELCOME
WEB-00003950,20220605,1334,Affiliate,Mobile,2,1230,,WINTER
WEB-00003951,20230514,1441,Referral,Desktop,6,229,,NONE
WEB-00003952,20220304,607,Paid Search,Mobile,3,654,,VIP
WEB-00003953,20251116,1924,Direct,Desktop,6,862,,BIKEPRO
WEB-00003954,20221202,1089,Paid Search,Desktop,1,1399,,BIKEPRO
WEB-00003955,20250810,1701,Direct,Desktop,3,1047,SO-2024-413740,NONE
WEB-00003956,20251105,41,Direct,Mobile,7,75,SO-2025-744181,WELCOME
WEB-00003957,20231026,1044,Affiliate,Desktop,4,1675,,VIP
WEB-00003958,20250205,677,Direct,Mobile,11,1257,,NONE
WEB-00003959,20220203,1160,Paid Search,Desktop,8,1594,,SUMMER
WEB-00003960,20220923,1684,Paid Search,Desktop,8,1193,,VIP
WEB-00003961,20251016,1905,Email,Mobile,3,135,,BIKEPRO
WEB-00003962,20221105,699,Organic Search,Desktop,5,640,,BIKEPRO
WEB-00003963,20230116,636,Affiliate,Tablet,3,477,,SUMMER
WEB-00003964,20220428,1578,Organic Search,Mobile,6,1135,,WINTER
WEB-00003965,20231006,175,Referral,Tablet,4,1720,,WINTER
WEB-00003966,20240807,1649,Referral,Tablet,4,235,,SUMMER
WEB-00003967,20220713,1622,Email,Mobile,6,625,,VIP
WEB-00003968,20220110,576,Referral,Tablet,5,940,,SUMMER
WEB-00003969,20250806,823,Direct,Desktop,4,1240,SO-2024-539128,WINTER
WEB-00003970,20230709,1032,Organic Search,Tablet,1,443,,BIKEPRO
WEB-00003971,20240731,1455,Paid Search,Desktop,4,1278,SO-2025-449475,BIKEPRO
WEB-00003972,20230331,538,Affiliate,Tablet,8,1082,,BIKEPRO
WEB-00003973,20220913,1040,Social,Tablet,6,982,,WELCOME
WEB-00003974,20230320,1542,Referral,Desktop,10,1409,,WELCOME
WEB-00003975,20230814,932,Paid Search,Mobile,5,1685,,WELCOME
WEB-00003976,20250924,1063,Organic Search,Desktop,5,945,,SUMMER
WEB-00003977,20220416,1573,Referral,Tablet,2,1178,,WINTER
WEB-00003978,20230523,1719,Affiliate,Desktop,6,1014,,WINTER
WEB-00003979,20251113,758,Organic Search,Mobile,5,340,,SUMMER
WEB-00003980,20241005,796,Direct,Tablet,2,1203,,VIP
WEB-00003981,20250910,1421,Referral,Desktop,11,1543,,SUMMER
WEB-00003982,20231230,583,Organic Search,Tablet,3,455,,WELCOME
WEB-00003983,20220921,443,Direct,Mobile,8,1109,,WELCOME
WEB-00003984,20220228,635,Email,Mobile,1,780,,WELCOME
WEB-00003985,20230317,601,Direct,Tablet,4,290,,WELCOME
WEB-00003986,20230519,1334,Direct,Desktop,4,705,,WELCOME
WEB-00003987,20231005,1614,Organic Search,Desktop,4,1020,SO-2025-461388,SUMMER
WEB-00003988,20220526,1413,Direct,Mobile,2,1164,,WINTER
WEB-00003989,20230116,650,Direct,Desktop,8,512,,SUMMER
WEB-00003990,20251223,501,Direct,Tablet,3,127,,SUMMER
WEB-00003991,20220415,1806,Organic Search,Tablet,4,1607,,NONE
WEB-00003992,20230917,1742,Affiliate,Tablet,10,1210,,VIP
WEB-00003993,20230320,1651,Organic Search,Tablet,4,1772,SO-2025-305553,BIKEPRO
WEB-00003994,20250131,1027,Paid Search,Tablet,5,477,,WELCOME
WEB-00003995,20220111,822,Paid Search,Tablet,4,651,,SUMMER
WEB-00003996,20230923,762,Affiliate,Tablet,6,855,SO-2024-404401,WELCOME
WEB-00003997,20250509,266,Email,Mobile,2,714,,BIKEPRO
WEB-00003998,20231209,711,Referral,Desktop,3,709,SO-2024-306794,VIP
WEB-00003999,20220706,1352,Direct,Tablet,1,1463,,VIP
WEB-00004000,20231010,1613,Referral,Desktop,1,1316,SO-2023-565021,VIP
WEB-00004001,20220502,962,Email,Tablet,5,1554,,NONE
WEB-00004002,20230114,1754,Email,Tablet,3,576,,NONE
WEB-00004003,20220705,1792,Organic Search,Desktop,1,1138,,WELCOME
WEB-00004004,20240222,549,Affiliate,Tablet,6,19,,WINTER
WEB-00004005,20220921,1250,Direct,Mobile,3,883,,SUMMER
WEB-00004006,20230207,1719,Email,Mobile,8,1749,,WELCOME
WEB-00004007,20240511,269,Email,Tablet,1,1533,,VIP
WEB-00004008,20250227,56,Social,Mobile,1,108,,BIKEPRO
WEB-00004009,20250316,680,Affiliate,Desktop,2,419,,NONE
WEB-00004010,20250324,66,Paid Search,Desktop,5,292,,BIKEPRO
WEB-00004011,20241128,1877,Social,Desktop,11,1710,,BIKEPRO
WEB-00004012,20251013,877,Affiliate,Tablet,5,452,,WELCOME
WEB-00004013,20241022,1892,Organic Search,Tablet,1,753,,BIKEPRO
WEB-00004014,20221220,551,Paid Search,Desktop,1,824,,BIKEPRO
WEB-00004015,20250709,777,Affiliate,Mobile,4,1267,SO-2025-737388,SUMMER
